prediction_path,prediction_sha,experiment_slug,wave_group,branch,tier,backbone,receptor_from_path_substring,receptor_resolved,disambig_conflict,receptor_unresolved_in_original,expected_control_json,new_seed,request_id,seed_index,state_claim,species,partner_type,partner_identity,partner_perturbation,receptor_class,input_path,input_sha,pre_check_status,pre_check_details_json,seed_used,ligand_type,ligand_sequence,ligand_smiles,samples_per_seed,ligand_role,ligand_bound_pdb,ligand_ccd,ligand_smiles_source
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/cnr2/apo_no_ligand/apo/of3/seed_1965127769/model_0.cif,,tier_d1_cnr2_apo_of3_seed0,tier_d1_2026_09_06,propose,tier_d1,of3,CNR2,CNR2,false,false,,1965127769,tier_d1_cnr2_apo_of3_seed0,0,apo,human,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/of3/tier_d1_cnr2_apo_of3_seed0.json,a4bacc522521bc80e64b33b4876900afb5e90da11c453f2a1e33f59647691a11,pass,,1965127769,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/cnr2/apo_no_ligand/apo/of3/seed_1060594406/model_0.cif,,tier_d1_cnr2_apo_of3_seed1,tier_d1_2026_09_06,propose,tier_d1,of3,CNR2,CNR2,false,false,,1060594406,tier_d1_cnr2_apo_of3_seed1,1,apo,human,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/of3/tier_d1_cnr2_apo_of3_seed1.json,803188aff8fb68d04f4be61f418861075c7db3182b53c406aa36753f4bffd5b3,pass,,1060594406,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/cnr2/apo_no_ligand/apo/of3/seed_1800878580/model_0.cif,,tier_d1_cnr2_apo_of3_seed2,tier_d1_2026_09_06,propose,tier_d1,of3,CNR2,CNR2,false,false,,1800878580,tier_d1_cnr2_apo_of3_seed2,2,apo,human,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/of3/tier_d1_cnr2_apo_of3_seed2.json,958ed28656552a97a520b8483af6a51d5d3112e0bcc825b9907c0132c96edb1f,pass,,1800878580,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/cnr2/apo_no_ligand/apo/of3/seed_1330640762/model_0.cif,,tier_d1_cnr2_apo_of3_seed3,tier_d1_2026_09_06,propose,tier_d1,of3,CNR2,CNR2,false,false,,1330640762,tier_d1_cnr2_apo_of3_seed3,3,apo,human,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/of3/tier_d1_cnr2_apo_of3_seed3.json,98eba6e06bdc2dac7f2ee6d8b1d74f0eff1f0d4263522727e9f4fcf434f58e16,pass,,1330640762,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/cnr2/apo_no_ligand/apo/of3/seed_1015473677/model_0.cif,,tier_d1_cnr2_apo_of3_seed4,tier_d1_2026_09_06,propose,tier_d1,of3,CNR2,CNR2,false,false,,1015473677,tier_d1_cnr2_apo_of3_seed4,4,apo,human,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/of3/tier_d1_cnr2_apo_of3_seed4.json,5d8689ac29882e6dd81ea52ff21ffc6c3f911177d6aee4208fc9ae92c12c3d87,pass,,1015473677,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/cnr2/apo_no_ligand/apo/protenix/seed_1965127769/model_0.cif,,tier_d1_cnr2_apo_protenix_seed0,tier_d1_2026_09_06,propose,tier_d1,protenix,CNR2,CNR2,false,false,,1965127769,tier_d1_cnr2_apo_protenix_seed0,0,apo,human,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/protenix/tier_d1_cnr2_apo_protenix_seed0.json,f558489bde812a57579bef15ecaf31d3303c165978db0e742a2199e69f8ba1ca,pass,,1965127769,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/cnr2/apo_no_ligand/apo/protenix/seed_1060594406/model_0.cif,,tier_d1_cnr2_apo_protenix_seed1,tier_d1_2026_09_06,propose,tier_d1,protenix,CNR2,CNR2,false,false,,1060594406,tier_d1_cnr2_apo_protenix_seed1,1,apo,human,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/protenix/tier_d1_cnr2_apo_protenix_seed1.json,91d01f6de04e98a583f084155734d89401a291a6ae87bc77c5c8a51c331385c8,pass,,1060594406,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/cnr2/apo_no_ligand/apo/protenix/seed_1800878580/model_0.cif,,tier_d1_cnr2_apo_protenix_seed2,tier_d1_2026_09_06,propose,tier_d1,protenix,CNR2,CNR2,false,false,,1800878580,tier_d1_cnr2_apo_protenix_seed2,2,apo,human,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/protenix/tier_d1_cnr2_apo_protenix_seed2.json,d9f04dbe8ab07875dab4c6d18918059059a8a5b6c1a5ebb101e9a3c3334c2d6d,pass,,1800878580,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/cnr2/apo_no_ligand/apo/protenix/seed_1330640762/model_0.cif,,tier_d1_cnr2_apo_protenix_seed3,tier_d1_2026_09_06,propose,tier_d1,protenix,CNR2,CNR2,false,false,,1330640762,tier_d1_cnr2_apo_protenix_seed3,3,apo,human,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/protenix/tier_d1_cnr2_apo_protenix_seed3.json,eadf9e47a5d1c00aca30a8ed9270bed89012cf621371cd4aea07a8876bb9fdb7,pass,,1330640762,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/cnr2/apo_no_ligand/apo/protenix/seed_1015473677/model_0.cif,,tier_d1_cnr2_apo_protenix_seed4,tier_d1_2026_09_06,propose,tier_d1,protenix,CNR2,CNR2,false,false,,1015473677,tier_d1_cnr2_apo_protenix_seed4,4,apo,human,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/protenix/tier_d1_cnr2_apo_protenix_seed4.json,b9b34c3ac9f09ab02eaa850cab8440e37ca051fd1f76d9c05f287e9c265c6f9b,pass,,1015473677,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/boltz/seed_1965127769/model_0.cif,,tier_d1_opsd_apo_boltz_seed0,tier_d1_2026_09_06,propose,tier_d1,boltz,OPSD,OPSD,false,false,,1965127769,tier_d1_opsd_apo_boltz_seed0,0,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/boltz/tier_d1_opsd_apo_boltz_seed0.yaml,9d3090c363fb46041e83f768f9e7b8177d2c84b9d35bff42e122ee51d7b39f1a,pass,,1965127769,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/boltz/seed_1060594406/model_0.cif,,tier_d1_opsd_apo_boltz_seed1,tier_d1_2026_09_06,propose,tier_d1,boltz,OPSD,OPSD,false,false,,1060594406,tier_d1_opsd_apo_boltz_seed1,1,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/boltz/tier_d1_opsd_apo_boltz_seed1.yaml,9d3090c363fb46041e83f768f9e7b8177d2c84b9d35bff42e122ee51d7b39f1a,pass,,1060594406,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/boltz/seed_1800878580/model_0.cif,,tier_d1_opsd_apo_boltz_seed2,tier_d1_2026_09_06,propose,tier_d1,boltz,OPSD,OPSD,false,false,,1800878580,tier_d1_opsd_apo_boltz_seed2,2,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/boltz/tier_d1_opsd_apo_boltz_seed2.yaml,9d3090c363fb46041e83f768f9e7b8177d2c84b9d35bff42e122ee51d7b39f1a,pass,,1800878580,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/boltz/seed_1330640762/model_0.cif,,tier_d1_opsd_apo_boltz_seed3,tier_d1_2026_09_06,propose,tier_d1,boltz,OPSD,OPSD,false,false,,1330640762,tier_d1_opsd_apo_boltz_seed3,3,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/boltz/tier_d1_opsd_apo_boltz_seed3.yaml,9d3090c363fb46041e83f768f9e7b8177d2c84b9d35bff42e122ee51d7b39f1a,pass,,1330640762,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/boltz/seed_1015473677/model_0.cif,,tier_d1_opsd_apo_boltz_seed4,tier_d1_2026_09_06,propose,tier_d1,boltz,OPSD,OPSD,false,false,,1015473677,tier_d1_opsd_apo_boltz_seed4,4,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/boltz/tier_d1_opsd_apo_boltz_seed4.yaml,9d3090c363fb46041e83f768f9e7b8177d2c84b9d35bff42e122ee51d7b39f1a,pass,,1015473677,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/chai/seed_1965127769/model_0.cif,,tier_d1_opsd_apo_chai_seed0,tier_d1_2026_09_06,propose,tier_d1,chai,OPSD,OPSD,false,false,,1965127769,tier_d1_opsd_apo_chai_seed0,0,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/chai/tier_d1_opsd_apo_chai_seed0.fasta,32c1a2e3342bcec2b68a0e2a4f5a89ecba4e2924f962a5fa39b7c844c4286977,pass,,1965127769,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/chai/seed_1060594406/model_0.cif,,tier_d1_opsd_apo_chai_seed1,tier_d1_2026_09_06,propose,tier_d1,chai,OPSD,OPSD,false,false,,1060594406,tier_d1_opsd_apo_chai_seed1,1,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/chai/tier_d1_opsd_apo_chai_seed1.fasta,32c1a2e3342bcec2b68a0e2a4f5a89ecba4e2924f962a5fa39b7c844c4286977,pass,,1060594406,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/chai/seed_1800878580/model_0.cif,,tier_d1_opsd_apo_chai_seed2,tier_d1_2026_09_06,propose,tier_d1,chai,OPSD,OPSD,false,false,,1800878580,tier_d1_opsd_apo_chai_seed2,2,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/chai/tier_d1_opsd_apo_chai_seed2.fasta,32c1a2e3342bcec2b68a0e2a4f5a89ecba4e2924f962a5fa39b7c844c4286977,pass,,1800878580,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/chai/seed_1330640762/model_0.cif,,tier_d1_opsd_apo_chai_seed3,tier_d1_2026_09_06,propose,tier_d1,chai,OPSD,OPSD,false,false,,1330640762,tier_d1_opsd_apo_chai_seed3,3,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/chai/tier_d1_opsd_apo_chai_seed3.fasta,32c1a2e3342bcec2b68a0e2a4f5a89ecba4e2924f962a5fa39b7c844c4286977,pass,,1330640762,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/chai/seed_1015473677/model_0.cif,,tier_d1_opsd_apo_chai_seed4,tier_d1_2026_09_06,propose,tier_d1,chai,OPSD,OPSD,false,false,,1015473677,tier_d1_opsd_apo_chai_seed4,4,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/chai/tier_d1_opsd_apo_chai_seed4.fasta,32c1a2e3342bcec2b68a0e2a4f5a89ecba4e2924f962a5fa39b7c844c4286977,pass,,1015473677,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/of3/seed_1965127769/model_0.cif,,tier_d1_opsd_apo_of3_seed0,tier_d1_2026_09_06,propose,tier_d1,of3,OPSD,OPSD,false,false,,1965127769,tier_d1_opsd_apo_of3_seed0,0,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/of3/tier_d1_opsd_apo_of3_seed0.json,06daf26ef8c1817def316e11ba95a3b096006eb3ca5247ea0bc65a3993c568ae,pass,,1965127769,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/of3/seed_1060594406/model_0.cif,,tier_d1_opsd_apo_of3_seed1,tier_d1_2026_09_06,propose,tier_d1,of3,OPSD,OPSD,false,false,,1060594406,tier_d1_opsd_apo_of3_seed1,1,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/of3/tier_d1_opsd_apo_of3_seed1.json,561d9e2316aa5f83c65b19a29269b18a79923a5b3a615aced2aa5652410defdb,pass,,1060594406,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/of3/seed_1800878580/model_0.cif,,tier_d1_opsd_apo_of3_seed2,tier_d1_2026_09_06,propose,tier_d1,of3,OPSD,OPSD,false,false,,1800878580,tier_d1_opsd_apo_of3_seed2,2,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/of3/tier_d1_opsd_apo_of3_seed2.json,a5623bb25f62b5320f2315305d8f1f37c0215d6af39c0fb24f6e3c25e44f9cb8,pass,,1800878580,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/of3/seed_1330640762/model_0.cif,,tier_d1_opsd_apo_of3_seed3,tier_d1_2026_09_06,propose,tier_d1,of3,OPSD,OPSD,false,false,,1330640762,tier_d1_opsd_apo_of3_seed3,3,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/of3/tier_d1_opsd_apo_of3_seed3.json,a800a05e26f27c4ed99ab2725cedd96399a36f3c7226065282c63a854a752b22,pass,,1330640762,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/of3/seed_1015473677/model_0.cif,,tier_d1_opsd_apo_of3_seed4,tier_d1_2026_09_06,propose,tier_d1,of3,OPSD,OPSD,false,false,,1015473677,tier_d1_opsd_apo_of3_seed4,4,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/of3/tier_d1_opsd_apo_of3_seed4.json,a16bf6e0d35c2846852d2fb9270310bd1251eee6c1e0e49c8badfa30af44d5e6,pass,,1015473677,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/protenix/seed_1965127769/model_0.cif,,tier_d1_opsd_apo_protenix_seed0,tier_d1_2026_09_06,propose,tier_d1,protenix,OPSD,OPSD,false,false,,1965127769,tier_d1_opsd_apo_protenix_seed0,0,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/protenix/tier_d1_opsd_apo_protenix_seed0.json,f0d61895219071219e05743bc2ecac98517c14970a90c38c2f201762d7c88b00,pass,,1965127769,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/protenix/seed_1060594406/model_0.cif,,tier_d1_opsd_apo_protenix_seed1,tier_d1_2026_09_06,propose,tier_d1,protenix,OPSD,OPSD,false,false,,1060594406,tier_d1_opsd_apo_protenix_seed1,1,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/protenix/tier_d1_opsd_apo_protenix_seed1.json,fc8cc84e747c2bef86ef65cf722eb9d7f0d9b73021cac977066108ac124a2268,pass,,1060594406,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/protenix/seed_1800878580/model_0.cif,,tier_d1_opsd_apo_protenix_seed2,tier_d1_2026_09_06,propose,tier_d1,protenix,OPSD,OPSD,false,false,,1800878580,tier_d1_opsd_apo_protenix_seed2,2,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/protenix/tier_d1_opsd_apo_protenix_seed2.json,5590d84804293d451d6fdf9998d63439f934bd452d11703c3645c926ee538eca,pass,,1800878580,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/protenix/seed_1330640762/model_0.cif,,tier_d1_opsd_apo_protenix_seed3,tier_d1_2026_09_06,propose,tier_d1,protenix,OPSD,OPSD,false,false,,1330640762,tier_d1_opsd_apo_protenix_seed3,3,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/protenix/tier_d1_opsd_apo_protenix_seed3.json,872dc3b9c8dfa0579bf1ac2d055bf17bf12d9d0d0490734e67ff4231177d1acc,pass,,1330640762,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/opsd/apo_no_ligand/apo/protenix/seed_1015473677/model_0.cif,,tier_d1_opsd_apo_protenix_seed4,tier_d1_2026_09_06,propose,tier_d1,protenix,OPSD,OPSD,false,false,,1015473677,tier_d1_opsd_apo_protenix_seed4,4,apo,bovin,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/protenix/tier_d1_opsd_apo_protenix_seed4.json,d009b0740921ac0a346439c76e4332382dfd1f5a2f410e03688bdc464a9cb202,pass,,1015473677,,,,100,,,,
/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/pool/adrb2/apo_no_ligand/apo/boltz/seed_1965127769/model_0.cif,,tier_d1_adrb2_apo_boltz_seed0,tier_d1_2026_09_06,propose,tier_d1,boltz,ADRB2,ADRB2,false,false,,1965127769,tier_d1_adrb2_apo_boltz_seed0,0,apo,human,apo,,wt,A,/hpc/scratch/sengaad1/paper_af3/experiments/022_tier_d1_deep_apo/smoke/pool/inputs/boltz/tier_d1_adrb2_apo_boltz_seed0.yaml,bc630d7b2c112b770830f3607eeb542925b41f32bce4b9c8ef21cc26bd580fb5,pass,,1965127769,,,,100,,,,
