row_id,receptor,input_state_claim,uniprot,input_path,input_sha256,backbone,arm,seed_outer,seed_inner,cell_id,gpcr_class,d_npxxy_oh,d_gpcrdb_tm6_tilt_246_637_ca,tm6_kink_angle,delta_to_active,delta_to_inactive,rmsd_to_active_ref,rmsd_to_inactive_ref,npxxy_active,tilt_active,active,threshold_npxxy_used,threshold_tilt_used,threshold_kink_used,plddt_mean,plddt_at_anchors,plddt_at_anchors_list,min_plddt_at_anchor,n_interface_contacts_ga_receptor,d_ga_alpha5_r350_ca,plddt_ga_alpha5,engaged,tm6_helicity_6_30_6_50,tm6_helicity_pass,excl_E1,excl_E2,excl_E3,excl_E3_tilt,excl_E3_npxxy,excl_E4,excl_E5,excl_any,excl_reason,ref_pdb_sha_active,ref_pdb_sha_inactive,passed,A1_amino_acid_identity,A2_fasta_completeness,A3_wrong_chain,A4_reference_class_match,A5_species_match,A6_receptor_identity,scorer_git_sha,scorer_version
10,5HT1B,apo,5ht1b_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht1b_apo_chai/6c60faf66064/chai/seed_2139355899/pred.model_idx_1.cif,06151a91de9751f93c6c8ba2e8776a55ac72227df10a7f059f53c3507a47fe24,chai,apo,2139355899,2139355899,5HT1B_apo_chai,A,13.520676499347212,15.295658207478354,152.68300871683556,-7.032246885328883,-5.703382005602711,1.5997,1.1591,False,True,False,9.08,14.932,,74.69538394023529,83.86347800766751,"[76.43099975585938, 86.26225026448567, 89.2004165649414, 67.58611170450847, 82.32171412876674, 78.5004170735677, 93.7628755569458, 83.55987453460693, 91.81942858014789, 78.41175031661987, 94.63300037384033, 89.89499882289341, 92.92830047607421, 92.71060028076172, 71.99200057983398, 68.54137563705444, 75.78900007768111, 88.21475028991699, 93.24157169886998, 81.46812343597412]",67.58611170450847,,,,,0.9523809523809524,True,False,False,False,False,False,False,False,False,,34f4e88c86bc36ec109c96ba6949f0cab62a58f72461685f785f885159a7ad05,3a6236e996ff0b62d0aa1967cecbf388945418eef0cebb11e09eebc7d32412c0,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
11,5HT1B,apo,5ht1b_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht1b_apo_chai/6c60faf66064/chai/seed_2139355899/pred.model_idx_2.cif,9188ba2bdb90192464f0073bc1b1d165bde699466c15de99ed2c053d9b3d4b3f,chai,apo,2139355899,2139355899,5HT1B_apo_chai,A,13.384195754695163,15.497468857849016,157.54365449103165,-6.364870171607743,-5.036005291881571,1.4729,1.1116,False,True,False,9.08,14.932,,74.72079038605422,83.98290773313971,"[76.58972722833806, 86.5353323618571, 89.25950050354004, 67.68600040011935, 82.29728371756417, 78.70624987284343, 93.78862476348877, 83.45899963378906, 91.86999947684151, 78.59762477874756, 94.59562397003174, 89.90342930385044, 92.92800064086914, 92.71999969482422, 71.87090925736861, 68.9299988746643, 76.79754499955611, 88.18637561798096, 93.1894291469029, 81.7475004196167]",67.68600040011935,,,,,0.9523809523809524,True,False,False,False,False,False,False,False,False,,34f4e88c86bc36ec109c96ba6949f0cab62a58f72461685f785f885159a7ad05,3a6236e996ff0b62d0aa1967cecbf388945418eef0cebb11e09eebc7d32412c0,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
12,5HT1B,apo,5ht1b_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht1b_apo_chai/6c60faf66064/chai/seed_1687304943/pred.model_idx_0.cif,6f267e73dbb6b908d104bc99881338f258d9b16eb580deeb85352f8cadd04b7c,chai,apo,1687304943,1687304943,5HT1B_apo_chai,A,13.388623753022564,14.590171246424768,153.78776008255016,-7.371423832873404,-6.042558953147232,1.6668,1.0536,False,False,False,9.08,14.932,,74.77819771731147,84.0473733741174,"[77.01772724498402, 86.78624979654948, 89.13808377583821, 67.3519999186198, 82.30485534667969, 79.11983299255371, 94.01825046539307, 83.6254997253418, 91.83528464181083, 78.66462516784668, 94.63650035858154, 90.06328691755023, 93.01389999389649, 92.69660034179688, 71.68999966708097, 68.72274923324585, 77.19036171653055, 88.29212379455566, 93.3702861240932, 81.40925025939941]",67.3519999186198,,,,,0.9523809523809524,True,False,False,False,False,False,False,False,False,,34f4e88c86bc36ec109c96ba6949f0cab62a58f72461685f785f885159a7ad05,3a6236e996ff0b62d0aa1967cecbf388945418eef0cebb11e09eebc7d32412c0,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
13,5HT1B,apo,5ht1b_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht1b_apo_chai/6c60faf66064/chai/seed_1687304943/pred.model_idx_1.cif,e476c25ec067109d02809379de4258878f34be6105f9bd7c8083010a1edc646a,chai,apo,1687304943,1687304943,5HT1B_apo_chai,A,13.657263928034782,15.003303003005705,153.75560785487534,-6.664094812089633,-5.335229932363461,1.5381,1.0789,False,True,False,9.08,14.932,,74.76743454758606,83.90616321974503,"[76.85281822898172, 86.73291714986165, 89.25875027974446, 67.47788874308269, 82.39257049560547, 78.72516759236653, 93.83125114440918, 83.48975086212158, 91.84114292689732, 78.50812530517578, 94.62012386322021, 89.88042776925224, 92.93789978027344, 92.70080108642578, 72.03409160267223, 68.16287660598755, 76.66799996115945, 87.6493730545044, 93.23728724888393, 81.1220006942749]",67.47788874308269,,,,,0.9523809523809524,True,False,False,False,False,False,False,False,False,,34f4e88c86bc36ec109c96ba6949f0cab62a58f72461685f785f885159a7ad05,3a6236e996ff0b62d0aa1967cecbf388945418eef0cebb11e09eebc7d32412c0,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
14,5HT1B,apo,5ht1b_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht1b_apo_chai/6c60faf66064/chai/seed_1687304943/pred.model_idx_2.cif,e0015a4914349af50e50dfb52a4a68b0149792811d5035a77dd19844760dd0a8,chai,apo,1687304943,1687304943,5HT1B_apo_chai,A,14.20932774623768,15.11626296410591,155.42076035500287,-5.747571826085055,-4.418706946358883,1.5563,1.0703,False,True,False,9.08,14.932,,74.71614652646404,83.9367181423388,"[77.03490794788708, 86.61708450317383, 89.01283391316731, 67.5552224053277, 82.30442701067243, 78.97333399454753, 93.9037504196167, 83.48225116729736, 91.87457166399274, 78.48925018310547, 94.60199928283691, 89.92957196916852, 92.79260025024413, 92.62080078125, 71.93427207253195, 68.28512525558472, 76.47209098122336, 88.26725006103516, 93.0971429007394, 81.48587608337402]",67.5552224053277,,,,,0.9523809523809524,True,False,False,False,False,False,False,False,False,,34f4e88c86bc36ec109c96ba6949f0cab62a58f72461685f785f885159a7ad05,3a6236e996ff0b62d0aa1967cecbf388945418eef0cebb11e09eebc7d32412c0,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
15,5HT1B,apo,5ht1b_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht1b_apo_chai/6c60faf66064/chai/seed_1687304943/pred.model_idx_3.cif,58586a28d57caf75e353654724c86c67a1f6ba1dd592ed57950523d15d2ce7e8,chai,apo,1687304943,1687304943,5HT1B_apo_chai,A,13.183979786088871,14.949249780507383,155.0447528719261,-5.976354115800774,-4.647489236074602,1.4952,1.0485,False,True,False,9.08,14.932,,74.76869984951541,84.06856043063544,"[76.9803633256392, 86.81524912516277, 89.43524996439616, 67.51611116197374, 82.63699994768415, 78.95841598510742, 93.92537593841553, 84.19650077819824, 91.86128561837333, 78.74787616729736, 94.63350009918213, 89.98628452845982, 92.97950134277343, 92.6947998046875, 71.79745518077503, 68.40699911117554, 76.84145424582742, 88.33337593078613, 93.28128596714565, 81.34312438964844]",67.51611116197374,,,,,0.9523809523809524,True,False,False,False,False,False,False,False,False,,34f4e88c86bc36ec109c96ba6949f0cab62a58f72461685f785f885159a7ad05,3a6236e996ff0b62d0aa1967cecbf388945418eef0cebb11e09eebc7d32412c0,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
16,5HT1B,apo,5ht1b_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht1b_apo_boltz/0d3a3f015913/boltz/seed_490230983/boltz_results_0000/predictions/0000/0000_model_1.cif,b53bf986cf81d6450c5963c5389b9d77873dcbc13a0076ebfb423fd98c88ddbb,boltz,apo,490230983,490230983,5HT1B_apo_boltz,A,12.407693255428264,13.393771849296224,154.97785224343744,-8.523507941579464,-7.1946430618532915,2.0106,1.1633,False,False,False,9.08,14.932,,77.87638962574495,89.69869956970214,"[90.71099853515625, 94.24400329589844, 92.38600158691406, 81.01699829101562, 84.97599792480469, 88.02899932861328, 97.0790023803711, 87.1969985961914, 93.31900024414062, 85.72699737548828, 97.94499969482422, 95.4469985961914, 97.01000213623047, 95.53399658203125, 85.58399963378906, 72.78199768066406, 84.3290023803711, 92.50199890136719, 92.95999908447266, 85.19599914550781]",72.78199768066406,,,,,0.9523809523809524,True,False,False,False,False,False,False,False,False,,34f4e88c86bc36ec109c96ba6949f0cab62a58f72461685f785f885159a7ad05,3a6236e996ff0b62d0aa1967cecbf388945418eef0cebb11e09eebc7d32412c0,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
17,5HT1B,apo,5ht1b_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht1b_apo_boltz/0d3a3f015913/boltz/seed_490230983/boltz_results_0000/predictions/0000/0000_model_2.cif,8c1c170cede23d14f7bbf1bac02211e500ec96591fc2c50264f81820e832df40,boltz,apo,490230983,490230983,5HT1B_apo_boltz,A,13.184911360968645,13.95725430399905,155.7275538274144,-7.094320501119919,-5.7654556213937465,1.7434,0.9608,False,False,False,9.08,14.932,,76.60559231684758,89.3740005493164,"[90.322998046875, 93.91000366210938, 92.16200256347656, 81.05000305175781, 84.43699645996094, 88.0979995727539, 96.93099975585938, 86.75800323486328, 93.23500061035156, 86.3010025024414, 97.78900146484375, 95.4990005493164, 96.83999633789062, 95.3270034790039, 84.33499908447266, 71.99500274658203, 83.3290023803711, 91.92900085449219, 92.71299743652344, 84.51899719238281]",71.99500274658203,,,,,0.9523809523809524,True,False,False,False,False,False,False,False,False,,34f4e88c86bc36ec109c96ba6949f0cab62a58f72461685f785f885159a7ad05,3a6236e996ff0b62d0aa1967cecbf388945418eef0cebb11e09eebc7d32412c0,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
18,5HT1B,apo,5ht1b_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht1b_apo_boltz/0d3a3f015913/boltz/seed_490230983/boltz_results_0000/predictions/0000/0000_model_3.cif,1e9d21d9dfcf2b24adccf7c124e47524e9f97a42ab9c19cc18cb6c8323cfd0d9,boltz,apo,490230983,490230983,5HT1B_apo_boltz,A,12.30929545968818,13.293446411604478,156.4898234816023,-8.295042281840738,-6.966177402114566,2.0286,1.1461,False,False,False,9.08,14.932,,76.71615616235978,89.29905014038086,"[90.4010009765625, 93.95600128173828, 92.06600189208984, 81.5790023803711, 85.12000274658203, 87.78399658203125, 96.77300262451172, 87.4020004272461, 93.10900115966797, 85.90599822998047, 97.72100067138672, 94.65799713134766, 96.63999938964844, 94.9229965209961, 85.2969970703125, 70.48899841308594, 83.49600219726562, 91.9729995727539, 92.63899993896484, 84.04900360107422]",70.48899841308594,,,,,0.9523809523809524,True,False,False,False,False,False,False,False,False,,34f4e88c86bc36ec109c96ba6949f0cab62a58f72461685f785f885159a7ad05,3a6236e996ff0b62d0aa1967cecbf388945418eef0cebb11e09eebc7d32412c0,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
19,5HT1B,apo,5ht1b_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht1b_apo_boltz/0d3a3f015913/boltz/seed_490230983/boltz_results_0000/predictions/0000/0000_model_4.cif,bcba239b9660ea07d7b76810ff9b4bedfc66402f7c681f37715f5d55a9714fa8,boltz,apo,490230983,490230983,5HT1B_apo_boltz,A,13.00387535269006,14.01420055939332,156.18327568169653,-6.960309969158507,-5.631445089432335,1.7851,1.0055,False,False,False,9.08,14.932,,75.94441273029034,89.6017002105713,"[90.98100280761719, 94.3499984741211, 92.6729965209961, 83.43599700927734, 85.93800354003906, 87.27300262451172, 96.95999908447266, 87.16200256347656, 92.447998046875, 84.31099700927734, 97.84400177001953, 95.56400299072266, 96.98699951171875, 95.40499877929688, 86.51699829101562, 71.63899993896484, 83.2030029296875, 92.30000305175781, 92.72899627685547, 84.31400299072266]",71.63899993896484,,,,,0.9523809523809524,True,False,False,False,False,False,False,False,False,,34f4e88c86bc36ec109c96ba6949f0cab62a58f72461685f785f885159a7ad05,3a6236e996ff0b62d0aa1967cecbf388945418eef0cebb11e09eebc7d32412c0,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
