receptor_slug	rung	in_core32_provisional	in_g10_scan	cognate_family	cognate_subtype	cognate_accession	evidence_class	verdict	rule_r_active_pdb	reverses_blockb_prior	blockb_prior	len	sha256	option_a_tip_subtype	option_a_sha256	option_b_scaffold_subtype	option_b_sha256	option_c_deposited_tip_sha256	caveat
5HT2A	R4_a5helix	yes	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	8UWL	no			PENDING:PI-DECISION	Gq	04cdb830714025abed85ae985c0fde900515913447b9902df70a9a9c0854a138	Gs	95d5cf5e3eab4dc5be7728e8fdf688de0f7565461800c7c3f211a09b4a0a3411		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
5HT2A	R5_a5plus	yes	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	8UWL	no			PENDING:PI-DECISION	Gq	324cb7f2f4220c7e848a90486bd27f744bcfc81a57cc63deef3d3fa3b5b649a1	Gs	52ab88cba555bdfc50374dea3e1b81a6a37145c13c6b4278fc3dff463c2b7a25		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
5HT2A	R6a_da5	yes	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	8UWL	no			PENDING:PI-DECISION	Gq	b596d3ee285fb9fe2504c944ec3dce54567c45f2169ae66f5d7f86977de646c0	Gs	7c75cc25b56cb2dac657baecbcc2a034e87e56c3f39fae2e9c982319927bde90		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
5HT2A	R7_full	yes	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	8UWL	no			PENDING:PI-DECISION	Gq	aae9e1c2493fd38402f4ff11436a321d9eae94449b07c61568995565cdcdefc0	Gs	6dedace6845efaa21a29f1b95f01b291bbbc27a72e2d8835a9ae15b3909c91bb		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
5HT2C	R1_ct11	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	8DPF	no	Gq		PENDING:PI-DECISION	Gq	352936d3e72c33c9d67da7fdb4ee3e5781d58dc3f59637aa2d6d7db2b02aabd6	Gs	f159565cbda52c2b94610c95af8e362fab6620b027e2ee6a1d6e0fa09b5e8509	see g1_partner_registry reftip_ct11/5HT2C	deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
5HT2C	R2_ct15	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	8DPF	no	Gq		PENDING:PI-DECISION	Gq	7861ee15ebd234c9d6e9d8f1fa0022dcbee49aba1099911631ca05c6c48e488d	Gs	fb163fbce24f88f971d728fb69573e92b64d73b9cee95f1b75c793daf8c48c5f		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
5HT2C	R3_ct21	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	8DPF	no	Gq		PENDING:PI-DECISION	Gq	ca9c43b3512da42d954f460071ed681cb95a05eb4a66fc95bf75f9f8fddfa443	Gs	39355d83d34556e438109cf065c187714a66052bf2d892a6746407e972c1f4e7	reftip_ct21/5HT2C	deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
5HT2C	R4_a5helix	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	8DPF	no	Gq		PENDING:PI-DECISION	Gq	04cdb830714025abed85ae985c0fde900515913447b9902df70a9a9c0854a138	Gs	95d5cf5e3eab4dc5be7728e8fdf688de0f7565461800c7c3f211a09b4a0a3411		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
5HT2C	R5_a5plus	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	8DPF	no	Gq		PENDING:PI-DECISION	Gq	324cb7f2f4220c7e848a90486bd27f744bcfc81a57cc63deef3d3fa3b5b649a1	Gs	52ab88cba555bdfc50374dea3e1b81a6a37145c13c6b4278fc3dff463c2b7a25		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
5HT2C	R6a_da5	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	8DPF	no	Gq		PENDING:PI-DECISION	Gq	b596d3ee285fb9fe2504c944ec3dce54567c45f2169ae66f5d7f86977de646c0	Gs	7c75cc25b56cb2dac657baecbcc2a034e87e56c3f39fae2e9c982319927bde90		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
5HT2C	R7_full	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	8DPF	no	Gq		PENDING:PI-DECISION	Gq	aae9e1c2493fd38402f4ff11436a321d9eae94449b07c61568995565cdcdefc0	Gs	6dedace6845efaa21a29f1b95f01b291bbbc27a72e2d8835a9ae15b3909c91bb		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
5HT5A	R1_ct11	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7X5H	no	Gi	11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
5HT5A	R2_ct15	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7X5H	no	Gi	15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
5HT5A	R3_ct21	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7X5H	no	Gi	21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
5HT5A	R4_a5helix	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7X5H	no	Gi	26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
5HT5A	R5_a5plus	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7X5H	no	Gi	36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
5HT5A	R6a_da5	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7X5H	no	Gi	328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
5HT5A	R7_full	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7X5H	no	Gi	354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
AA1R	R1_ct11	yes	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7LD3	no	Gi	11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
AA1R	R2_ct15	yes	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7LD3	no	Gi	15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
AA1R	R3_ct21	yes	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7LD3	no	Gi	21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
AA1R	R4_a5helix	yes	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7LD3	no	Gi	26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
AA1R	R5_a5plus	yes	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7LD3	no	Gi	36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
AA1R	R6a_da5	yes	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7LD3	no	Gi	328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
AA1R	R7_full	yes	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7LD3	no	Gi	354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
AA2AR	R1_ct11	no	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	8WDT	no	Gs	11	f159565cbda52c2b94610c95af8e362fab6620b027e2ee6a1d6e0fa09b5e8509						8WDT contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AA2AR	R2_ct15	no	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	8WDT	no	Gs	15	fb163fbce24f88f971d728fb69573e92b64d73b9cee95f1b75c793daf8c48c5f						8WDT contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AA2AR	R3_ct21	no	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	8WDT	no	Gs	21	39355d83d34556e438109cf065c187714a66052bf2d892a6746407e972c1f4e7						8WDT contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AA2AR	R4_a5helix	no	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	8WDT	no	Gs	26	95d5cf5e3eab4dc5be7728e8fdf688de0f7565461800c7c3f211a09b4a0a3411						8WDT contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AA2AR	R5_a5plus	no	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	8WDT	no	Gs	36	52ab88cba555bdfc50374dea3e1b81a6a37145c13c6b4278fc3dff463c2b7a25						8WDT contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AA2AR	R6a_da5	no	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	8WDT	no	Gs	368	7c75cc25b56cb2dac657baecbcc2a034e87e56c3f39fae2e9c982319927bde90						8WDT contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AA2AR	R7_full	no	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	8WDT	no	Gs	394	6dedace6845efaa21a29f1b95f01b291bbbc27a72e2d8835a9ae15b3909c91bb						8WDT contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
ACM1	R1_ct11	no	no	Gq/11	Gq	P50148	STRUCTURE_EXACT	frozen	6OIJ	no	Gq	11	352936d3e72c33c9d67da7fdb4ee3e5781d58dc3f59637aa2d6d7db2b02aabd6						
ACM1	R2_ct15	no	no	Gq/11	Gq	P50148	STRUCTURE_EXACT	frozen	6OIJ	no	Gq	15	7861ee15ebd234c9d6e9d8f1fa0022dcbee49aba1099911631ca05c6c48e488d						
ACM1	R3_ct21	no	no	Gq/11	Gq	P50148	STRUCTURE_EXACT	frozen	6OIJ	no	Gq	21	ca9c43b3512da42d954f460071ed681cb95a05eb4a66fc95bf75f9f8fddfa443						
ACM1	R4_a5helix	no	no	Gq/11	Gq	P50148	STRUCTURE_EXACT	frozen	6OIJ	no	Gq	26	04cdb830714025abed85ae985c0fde900515913447b9902df70a9a9c0854a138						
ACM1	R5_a5plus	no	no	Gq/11	Gq	P50148	STRUCTURE_EXACT	frozen	6OIJ	no	Gq	36	324cb7f2f4220c7e848a90486bd27f744bcfc81a57cc63deef3d3fa3b5b649a1						
ACM1	R6a_da5	no	no	Gq/11	Gq	P50148	STRUCTURE_EXACT	frozen	6OIJ	no	Gq	333	b596d3ee285fb9fe2504c944ec3dce54567c45f2169ae66f5d7f86977de646c0						
ACM1	R7_full	no	no	Gq/11	Gq	P50148	STRUCTURE_EXACT	frozen	6OIJ	no	Gq	359	aae9e1c2493fd38402f4ff11436a321d9eae94449b07c61568995565cdcdefc0						
ACM2	R1_ct11	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7T94	no	Gi	11	d60406903dc7214e1ccd1b00dc108e1bdaf9a6238ce74c096debd76845cd744b						
ACM2	R2_ct15	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7T94	no	Gi	15	9e405081e97124530a3a62cfd5ea07707b4e09d0b6bee8828de8e141ccca569b						
ACM2	R3_ct21	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7T94	no	Gi	21	1d939254f60124bd3f2d64b363bf9df5b4a2efd63ec759fa3bb755add97f8c72						
ACM2	R4_a5helix	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7T94	no	Gi	26	88080a713f9acf058a3c96f406403ba2d2b1f2f8274db300698948390801ca97						
ACM2	R5_a5plus	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7T94	no	Gi	36	a468f97a33ba8406527975c818a1283c3bbb2b65440eb0584699299847b4179a						
ACM2	R6a_da5	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7T94	no	Gi	328	2b951794efb82c9b1f9bde193882283fd0c8f5efcc3703b9a3fe8e6b4d4dbb73						
ACM2	R7_full	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7T94	no	Gi	354	399d5823731a6349264db56f7b03c14aa432873cde289287156f13d28598e282						
ACM4	R1_ct11	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7TRP	no	Gi	11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
ACM4	R2_ct15	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7TRP	no	Gi	15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
ACM4	R3_ct21	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7TRP	no	Gi	21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
ACM4	R4_a5helix	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7TRP	no	Gi	26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
ACM4	R5_a5plus	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7TRP	no	Gi	36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
ACM4	R6a_da5	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7TRP	no	Gi	328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
ACM4	R7_full	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7TRP	no	Gi	354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
ADA1A	R1_ct11	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	7YM8	no			PENDING:PI-DECISION	Gq	352936d3e72c33c9d67da7fdb4ee3e5781d58dc3f59637aa2d6d7db2b02aabd6	Gs	f159565cbda52c2b94610c95af8e362fab6620b027e2ee6a1d6e0fa09b5e8509	see g1_partner_registry reftip_ct11/ADA1A	deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
ADA1A	R2_ct15	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	7YM8	no			PENDING:PI-DECISION	Gq	7861ee15ebd234c9d6e9d8f1fa0022dcbee49aba1099911631ca05c6c48e488d	Gs	fb163fbce24f88f971d728fb69573e92b64d73b9cee95f1b75c793daf8c48c5f		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
ADA1A	R3_ct21	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	7YM8	no			PENDING:PI-DECISION	Gq	ca9c43b3512da42d954f460071ed681cb95a05eb4a66fc95bf75f9f8fddfa443	Gs	39355d83d34556e438109cf065c187714a66052bf2d892a6746407e972c1f4e7	reftip_ct21/ADA1A	deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
ADA1A	R4_a5helix	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	7YM8	no			PENDING:PI-DECISION	Gq	04cdb830714025abed85ae985c0fde900515913447b9902df70a9a9c0854a138	Gs	95d5cf5e3eab4dc5be7728e8fdf688de0f7565461800c7c3f211a09b4a0a3411		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
ADA1A	R5_a5plus	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	7YM8	no			PENDING:PI-DECISION	Gq	324cb7f2f4220c7e848a90486bd27f744bcfc81a57cc63deef3d3fa3b5b649a1	Gs	52ab88cba555bdfc50374dea3e1b81a6a37145c13c6b4278fc3dff463c2b7a25		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
ADA1A	R6a_da5	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	7YM8	no			PENDING:PI-DECISION	Gq	b596d3ee285fb9fe2504c944ec3dce54567c45f2169ae66f5d7f86977de646c0	Gs	7c75cc25b56cb2dac657baecbcc2a034e87e56c3f39fae2e9c982319927bde90		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
ADA1A	R7_full	no	no	Gq/11;Gs			CHIMERA_SPLIT	needs_decision	7YM8	no			PENDING:PI-DECISION	Gq	aae9e1c2493fd38402f4ff11436a321d9eae94449b07c61568995565cdcdefc0	Gs	6dedace6845efaa21a29f1b95f01b291bbbc27a72e2d8835a9ae15b3909c91bb		deposited tip matches no canonical human Ga at ct21 (best 0.62). Scaffold reads Gs, alpha5 tip reads Gq/11. Two honest answers; the rule does not choose. Annotation backs: A/tip.
ADA2A	R1_ct11	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7EJ8	no	Gi	11	d60406903dc7214e1ccd1b00dc108e1bdaf9a6238ce74c096debd76845cd744b						
ADA2A	R2_ct15	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7EJ8	no	Gi	15	9e405081e97124530a3a62cfd5ea07707b4e09d0b6bee8828de8e141ccca569b						
ADA2A	R3_ct21	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7EJ8	no	Gi	21	1d939254f60124bd3f2d64b363bf9df5b4a2efd63ec759fa3bb755add97f8c72						
ADA2A	R4_a5helix	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7EJ8	no	Gi	26	88080a713f9acf058a3c96f406403ba2d2b1f2f8274db300698948390801ca97						
ADA2A	R5_a5plus	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7EJ8	no	Gi	36	a468f97a33ba8406527975c818a1283c3bbb2b65440eb0584699299847b4179a						
ADA2A	R6a_da5	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7EJ8	no	Gi	328	2b951794efb82c9b1f9bde193882283fd0c8f5efcc3703b9a3fe8e6b4d4dbb73						
ADA2A	R7_full	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	7EJ8	no	Gi	354	399d5823731a6349264db56f7b03c14aa432873cde289287156f13d28598e282						
ADRB1	R1_ct11	yes	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	7BU7	no	Gs	11	f159565cbda52c2b94610c95af8e362fab6620b027e2ee6a1d6e0fa09b5e8509						7BU7 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
ADRB1	R2_ct15	yes	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	7BU7	no	Gs	15	fb163fbce24f88f971d728fb69573e92b64d73b9cee95f1b75c793daf8c48c5f						7BU7 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
ADRB1	R3_ct21	yes	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	7BU7	no	Gs	21	39355d83d34556e438109cf065c187714a66052bf2d892a6746407e972c1f4e7						7BU7 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
ADRB1	R4_a5helix	yes	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	7BU7	no	Gs	26	95d5cf5e3eab4dc5be7728e8fdf688de0f7565461800c7c3f211a09b4a0a3411						7BU7 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
ADRB1	R5_a5plus	yes	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	7BU7	no	Gs	36	52ab88cba555bdfc50374dea3e1b81a6a37145c13c6b4278fc3dff463c2b7a25						7BU7 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
ADRB1	R6a_da5	yes	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	7BU7	no	Gs	368	7c75cc25b56cb2dac657baecbcc2a034e87e56c3f39fae2e9c982319927bde90						7BU7 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
ADRB1	R7_full	yes	no	Gs	Gs	P63092	CONVENTION_FALLBACK	frozen_by_convention	7BU7	no	Gs	394	6dedace6845efaa21a29f1b95f01b291bbbc27a72e2d8835a9ae15b3909c91bb						7BU7 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
ADRB2	R1_ct11	no	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	8GG0	no	Gs	11	f159565cbda52c2b94610c95af8e362fab6620b027e2ee6a1d6e0fa09b5e8509						
ADRB2	R2_ct15	no	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	8GG0	no	Gs	15	fb163fbce24f88f971d728fb69573e92b64d73b9cee95f1b75c793daf8c48c5f						
ADRB2	R3_ct21	no	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	8GG0	no	Gs	21	39355d83d34556e438109cf065c187714a66052bf2d892a6746407e972c1f4e7						
ADRB2	R4_a5helix	no	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	8GG0	no	Gs	26	95d5cf5e3eab4dc5be7728e8fdf688de0f7565461800c7c3f211a09b4a0a3411						
