item,experiment,arm,receptor_set,pool_group,enumeration,receptor_slug,receptor_uniprot,receptor_organism,receptor_cluster,panel_tier,ligand_tier,chain_a_source,chain_a_sha256,partner_level,chain_b_construct,chain_b_family_rule,chain_b_len,chain_b_sha256,cognate_evidence_class,supplied_partner_family,supplied_partner_subtype,ligand,ligand_role_actual,ligand_name,ligand_ccd,ligand_inchikey,ligand_is_chain,ligand_identity_source,ligand_identity_status,ligand_must_key_by,ligand_flag,n_shared_draws,n_chains,n_nonpolymer_entities,partner_msa,receptor_msa,backbones,n_pooled,n_percell,predictions_pooled,predictions_percell,blocked_predictions_pooled,blocked_predictions_percell,dispatch_status,pi_choice,note
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,AA1R,P30542,Homo sapiens (Human),001_006_001,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-326,1287bf4746a29da750f6c6b98f8c56e324160e07114ae16472b00598f130c4a1,cognate,R3_ct21,"Gi1 (Gi/o, STRUCTURE_EXACT)",21,ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f,STRUCTURE_EXACT,Gi/o,Gi1,full_agonist,full_agonist,adenosine,ADN,OIRDTQYFTABQOQ-KQYNXXCUSA-N,0,INHERITED:ligand_set.csv (7LD3),INHERITED_SMILES_PARSED,inchikey,,1,2,1,off,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,AA1R,P30542,Homo sapiens (Human),001_006_001,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-326,1287bf4746a29da750f6c6b98f8c56e324160e07114ae16472b00598f130c4a1,cognate,R3_ct21,"Gi1 (Gi/o, STRUCTURE_EXACT)",21,ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f,STRUCTURE_EXACT,Gi/o,Gi1,antagonist,neutral_antagonist,"8-cyclopentyl-1,3-dipropyl-3,7-dihydro-1H-purine-2,6-dione [DPCPX / CPX / PD-116948]",-,FFBDFADSZUINTG-UHFFFAOYSA-N,0,INHERITED:ligand_set.csv (no pdb),INHERITED_SMILES_PARSED,inchikey,,1,2,1,off,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,AA2AR,P29274,Homo sapiens (Human),001_006_001,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-412,d1707e447ac7d7fcd10f6f1c1e61754460b8f5e206eedc0ba64747cd49b733f2,apo,R0_apo,-,0,-,n/a,Gs,Gs,none,none,-,-,-,0,-,RESOLVED_NO_LIGAND,-,,1,1,0,n/a,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,AA2AR,P29274,Homo sapiens (Human),001_006_001,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-412,d1707e447ac7d7fcd10f6f1c1e61754460b8f5e206eedc0ba64747cd49b733f2,apo,R0_apo,-,0,-,n/a,Gs,Gs,full_agonist,full_agonist,"(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-N-ethyl-3,4-dihydroxyoxolane-2-carboxamide [5'-N-ethylcarboxamidoadenosine, NECA]",NEC,JADDQZYHOWSFJD-FLNNQWSLSA-N,0,INHERITED:ligand_set.csv (2YDV),INHERITED_SMILES_PARSED,inchikey,,1,1,1,n/a,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,AA2AR,P29274,Homo sapiens (Human),001_006_001,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-412,d1707e447ac7d7fcd10f6f1c1e61754460b8f5e206eedc0ba64747cd49b733f2,apo,R0_apo,-,0,-,n/a,Gs,Gs,antagonist,neutral_antagonist,"4-(2-{7-amino-2-(furan-2-yl)-[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-ylamino}ethyl)phenol [ZM241385]",ZMA,PWTBZOIUWZOPFT-UHFFFAOYSA-N,0,INHERITED:ligand_set.csv (4EIY),INHERITED_SMILES_PARSED,inchikey,,1,1,1,n/a,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,AA2AR,P29274,Homo sapiens (Human),001_006_001,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-412,d1707e447ac7d7fcd10f6f1c1e61754460b8f5e206eedc0ba64747cd49b733f2,cognate,R3_ct21,"Gs (Gs, CONVENTION_FALLBACK)",21,39355d83d34556e438109cf065c187714a66052bf2d892a6746407e972c1f4e7,CONVENTION_FALLBACK,Gs,Gs,none,none,-,-,-,0,-,RESOLVED_NO_LIGAND,-,,1,2,0,off,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,AA2AR,P29274,Homo sapiens (Human),001_006_001,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-412,d1707e447ac7d7fcd10f6f1c1e61754460b8f5e206eedc0ba64747cd49b733f2,cognate,R3_ct21,"Gs (Gs, CONVENTION_FALLBACK)",21,39355d83d34556e438109cf065c187714a66052bf2d892a6746407e972c1f4e7,CONVENTION_FALLBACK,Gs,Gs,full_agonist,full_agonist,"(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-N-ethyl-3,4-dihydroxyoxolane-2-carboxamide [5'-N-ethylcarboxamidoadenosine, NECA]",NEC,JADDQZYHOWSFJD-FLNNQWSLSA-N,0,INHERITED:ligand_set.csv (2YDV),INHERITED_SMILES_PARSED,inchikey,,1,2,1,off,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,AA2AR,P29274,Homo sapiens (Human),001_006_001,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-412,d1707e447ac7d7fcd10f6f1c1e61754460b8f5e206eedc0ba64747cd49b733f2,cognate,R3_ct21,"Gs (Gs, CONVENTION_FALLBACK)",21,39355d83d34556e438109cf065c187714a66052bf2d892a6746407e972c1f4e7,CONVENTION_FALLBACK,Gs,Gs,antagonist,neutral_antagonist,"4-(2-{7-amino-2-(furan-2-yl)-[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-ylamino}ethyl)phenol [ZM241385]",ZMA,PWTBZOIUWZOPFT-UHFFFAOYSA-N,0,INHERITED:ligand_set.csv (4EIY),INHERITED_SMILES_PARSED,inchikey,,1,2,1,off,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,ACM4,P08173,Homo sapiens (Human),001_001_002,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-479,f70d1259f715e6623d47df37bf5b8b7588be8a29df97c3395ddcf28f3c3d0593,apo,R0_apo,-,0,-,n/a,Gi/o,Gi1,none,none,-,-,-,0,-,RESOLVED_NO_LIGAND,-,,1,1,0,n/a,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,ACM4,P08173,Homo sapiens (Human),001_001_002,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-479,f70d1259f715e6623d47df37bf5b8b7588be8a29df97c3395ddcf28f3c3d0593,apo,R0_apo,-,0,-,n/a,Gi/o,Gi1,full_agonist,full_agonist,"4-{(4,5-dihydro-1,2-oxazol-3-yl)oxy}but-2-yn-1-yl-trimethylazanium [iperoxo]",IXO,WXXOCGISBCTWPW-UHFFFAOYSA-N,0,INHERITED:ligand_set.csv (7TRP),INHERITED_SMILES_PARSED,inchikey,,1,1,1,n/a,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,ACM4,P08173,Homo sapiens (Human),001_001_002,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-479,f70d1259f715e6623d47df37bf5b8b7588be8a29df97c3395ddcf28f3c3d0593,apo,R0_apo,-,0,-,n/a,Gi/o,Gi1,antagonist,neutral_antagonist,"(1S,2S,4R,5R)-9,9-dimethyl-7-{[hydroxy-di(thiophen-2-yl)acetyl]oxy}-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonane [tiotropium cation]",0HK,LERNTVKEWCAPOY-FPISHFTHSA-N,0,INHERITED:ligand_set.csv (5DSG),INHERITED_SMILES_PARSED,inchikey,,1,1,1,n/a,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,ACM4,P08173,Homo sapiens (Human),001_001_002,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-479,f70d1259f715e6623d47df37bf5b8b7588be8a29df97c3395ddcf28f3c3d0593,cognate,R3_ct21,"Gi1 (Gi/o, STRUCTURE_EXACT)",21,ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f,STRUCTURE_EXACT,Gi/o,Gi1,none,none,-,-,-,0,-,RESOLVED_NO_LIGAND,-,,1,2,0,off,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,ACM4,P08173,Homo sapiens (Human),001_001_002,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-479,f70d1259f715e6623d47df37bf5b8b7588be8a29df97c3395ddcf28f3c3d0593,cognate,R3_ct21,"Gi1 (Gi/o, STRUCTURE_EXACT)",21,ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f,STRUCTURE_EXACT,Gi/o,Gi1,full_agonist,full_agonist,"4-{(4,5-dihydro-1,2-oxazol-3-yl)oxy}but-2-yn-1-yl-trimethylazanium [iperoxo]",IXO,WXXOCGISBCTWPW-UHFFFAOYSA-N,0,INHERITED:ligand_set.csv (7TRP),INHERITED_SMILES_PARSED,inchikey,,1,2,1,off,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,ACM4,P08173,Homo sapiens (Human),001_001_002,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-479,f70d1259f715e6623d47df37bf5b8b7588be8a29df97c3395ddcf28f3c3d0593,cognate,R3_ct21,"Gi1 (Gi/o, STRUCTURE_EXACT)",21,ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f,STRUCTURE_EXACT,Gi/o,Gi1,antagonist,neutral_antagonist,"(1S,2S,4R,5R)-9,9-dimethyl-7-{[hydroxy-di(thiophen-2-yl)acetyl]oxy}-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonane [tiotropium cation]",0HK,LERNTVKEWCAPOY-FPISHFTHSA-N,0,INHERITED:ligand_set.csv (5DSG),INHERITED_SMILES_PARSED,inchikey,,1,2,1,off,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,ADRB1,P08588,Homo sapiens (Human),001_001_003,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-477,18fcd61221ac38d04dac6ba1884d8ecd1c47c0e94922905c5b51382d95849c3a,apo,R0_apo,-,0,-,n/a,Gs,Gs,none,none,-,-,-,0,-,RESOLVED_NO_LIGAND,-,,1,1,0,n/a,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
G6a/G6b,E2.2,ligand_x_partner,LIG_T1,T1_HEADLINE,per_receptor,ADRB1,P08588,Homo sapiens (Human),001_001_003,PRIMARY,T1_small_molecule,seqrec_trimmed.fasta:1-477,18fcd61221ac38d04dac6ba1884d8ecd1c47c0e94922905c5b51382d95849c3a,apo,R0_apo,-,0,-,n/a,Gs,Gs,full_agonist,full_agonist,CHEMBL1615159,P0G,NWQXBEWHTDRJIP-KRWDZBQOSA-N,0,REDO:ligand_set_redo.tsv (7BU7),RESOLVED_REDO,ccd,,1,1,1,n/a,on (default),boltz2|openfold3|protenix|chai1,10,50,40,200,0,0,READY,,"the 2x2 the paper's second title clause needs, plus the ligand-free level that makes it a crossing rather than two contrasts. The ligand-free cells are the SAME cells as g1_systems.csv's R0_apo and R3_ct21 on these receptors -- run once, read twice; they are enumerated here so the design is legible as a cube and the gate can check it is complete, not so they are dispatched twice"
