metric,backbone,exclusion_set,value,baseline_value,sign_flip,pct_shift_from_baseline
cognate_active_rate,boltz,E2,0.8341880341880342,0.8341880341880342,False,0.0
tilt_active_rate,boltz,E2,0.5784355179704017,0.5784355179704017,False,0.0
median_tilt_shift,chai,E2,1.047307481027726,1.047307481027726,False,0.0
fraction_of_way_to_active,chai,E2,0.8841178702979391,0.8841178702979391,False,0.0
apo_active_rate,chai,E2,0.32610508757297746,0.32666666666666666,False,-0.1719119674558781
cognate_active_rate,chai,E2,0.7497872340425532,0.7497872340425532,False,0.0
tilt_active_rate,chai,E2,0.5960404380791913,0.5962105263157895,False,-0.028528217649777716
median_tilt_shift,of3,E2,4.814160360618894,4.814160360618894,False,0.0
fraction_of_way_to_active,of3,E2,0.9339782025693488,0.9339782025693488,False,0.0
apo_active_rate,of3,E2,0.24103419516263552,0.24166666666666667,False,-0.2617123464956465
cognate_active_rate,of3,E2,0.7989778534923339,0.7991489361702128,False,-0.02140810931924577
tilt_active_rate,of3,E2,0.6072482090181205,0.6075789473684211,False,-0.05443545266555578
median_tilt_shift,protenix,E2,5.307282224462718,5.307282224462718,False,0.0
fraction_of_way_to_active,protenix,E2,0.9201264714510232,0.9201264714510232,False,0.0
apo_active_rate,protenix,E2,0.1451209341117598,0.145,False,0.08340283569642265
cognate_active_rate,protenix,E2,0.8706382978723404,0.8706382978723404,False,0.0
tilt_active_rate,protenix,E2,0.567396798652064,0.5671578947368421,False,0.042122999157547886
median_tilt_shift,boltz,E1+E2,5.036307399878147,5.036307399878147,False,0.0
fraction_of_way_to_active,boltz,E1+E2,0.9471950017465285,0.9471950017465285,False,0.0
apo_active_rate,boltz,E1+E2,0.1598326359832636,0.1598326359832636,False,0.0
cognate_active_rate,boltz,E1+E2,0.8341880341880342,0.8341880341880342,False,0.0
tilt_active_rate,boltz,E1+E2,0.5784355179704017,0.5784355179704017,False,0.0
median_tilt_shift,chai,E1+E2,1.047307481027726,1.047307481027726,False,0.0
fraction_of_way_to_active,chai,E1+E2,0.8841178702979391,0.8841178702979391,False,0.0
apo_active_rate,chai,E1+E2,0.32610508757297746,0.32666666666666666,False,-0.1719119674558781
cognate_active_rate,chai,E1+E2,0.7497872340425532,0.7497872340425532,False,0.0
tilt_active_rate,chai,E1+E2,0.5960404380791913,0.5962105263157895,False,-0.028528217649777716
median_tilt_shift,of3,E1+E2,4.814160360618894,4.814160360618894,False,0.0
fraction_of_way_to_active,of3,E1+E2,0.9339782025693488,0.9339782025693488,False,0.0
apo_active_rate,of3,E1+E2,0.24103419516263552,0.24166666666666667,False,-0.2617123464956465
cognate_active_rate,of3,E1+E2,0.7989778534923339,0.7991489361702128,False,-0.02140810931924577
tilt_active_rate,of3,E1+E2,0.6072482090181205,0.6075789473684211,False,-0.05443545266555578
median_tilt_shift,protenix,E1+E2,5.278610990748296,5.307282224462718,False,-0.540224403033773
fraction_of_way_to_active,protenix,E1+E2,0.9201264714510232,0.9201264714510232,False,0.0
apo_active_rate,protenix,E1+E2,0.1451209341117598,0.145,False,0.08340283569642265
cognate_active_rate,protenix,E1+E2,0.8895652173913043,0.8706382978723404,False,2.1739130434782665
tilt_active_rate,protenix,E1+E2,0.5636441038739889,0.5671578947368421,False,-0.6195436747792381
median_tilt_shift,boltz,E4,5.086485515801599,5.036307399878147,False,0.9963275062333578
fraction_of_way_to_active,boltz,E4,0.9514727554556592,0.9471950017465285,False,0.4516233406260611
apo_active_rate,boltz,E4,0.12261306532663317,0.1598326359832636,False,-23.286590018153596
cognate_active_rate,boltz,E4,0.812,0.8341880341880342,False,-2.659836065573768
tilt_active_rate,boltz,E4,0.568922305764411,0.5784355179704017,False,-1.644645238828064
median_tilt_shift,chai,E4,2.045465692309694,1.047307481027726,False,95.30708310251659
fraction_of_way_to_active,chai,E4,0.898122879909123,0.8841178702979391,False,1.5840658900452202
apo_active_rate,chai,E4,0.288,0.32666666666666666,False,-11.836734693877556
cognate_active_rate,chai,E4,0.739,0.7497872340425532,False,-1.4387060158910363
tilt_active_rate,chai,E4,0.585,0.5962105263157895,False,-1.8802966101695058
median_tilt_shift,of3,E4,4.921866924216855,4.814160360618894,False,2.237286578133724
fraction_of_way_to_active,of3,E4,0.9368591357562344,0.9339782025693488,False,0.3084582893862156
apo_active_rate,of3,E4,0.1,0.24166666666666667,False,-58.62068965517241
cognate_active_rate,of3,E4,0.764,0.7991489361702128,False,-4.398296059637911
tilt_active_rate,of3,E4,0.539,0.6075789473684211,False,-11.287248787248789
median_tilt_shift,protenix,E4,5.3183491978579935,5.307282224462718,False,0.2085243054206774
fraction_of_way_to_active,protenix,E4,0.9227796039075493,0.9201264714510232,False,0.28834432426904905
apo_active_rate,protenix,E4,0.069,0.145,False,-52.41379310344827
cognate_active_rate,protenix,E4,0.848,0.8706382978723404,False,-2.6001955034213067
tilt_active_rate,protenix,E4,0.5335,0.5671578947368421,False,-5.934484038604307
median_tilt_shift,boltz,E1+E2+E4,5.086485515801599,5.036307399878147,False,0.9963275062333578
fraction_of_way_to_active,boltz,E1+E2+E4,0.9514727554556592,0.9471950017465285,False,0.4516233406260611
apo_active_rate,boltz,E1+E2+E4,0.12261306532663317,0.1598326359832636,False,-23.286590018153596
cognate_active_rate,boltz,E1+E2+E4,0.812,0.8341880341880342,False,-2.659836065573768
tilt_active_rate,boltz,E1+E2+E4,0.568922305764411,0.5784355179704017,False,-1.644645238828064
median_tilt_shift,chai,E1+E2+E4,2.0347199433399155,1.047307481027726,False,94.28104737142128
fraction_of_way_to_active,chai,E1+E2+E4,0.898122879909123,0.8841178702979391,False,1.5840658900452202
apo_active_rate,chai,E1+E2+E4,0.2872872872872873,0.32666666666666666,False,-12.054912054912046
cognate_active_rate,chai,E1+E2+E4,0.739,0.7497872340425532,False,-1.4387060158910363
tilt_active_rate,chai,E1+E2+E4,0.5847923961980991,0.5962105263157895,False,-1.915117163101327
median_tilt_shift,of3,E1+E2+E4,4.921866924216855,4.814160360618894,False,2.237286578133724
fraction_of_way_to_active,of3,E1+E2+E4,0.9368591357562344,0.9339782025693488,False,0.3084582893862156
apo_active_rate,of3,E1+E2+E4,0.0990990990990991,0.24166666666666667,False,-58.99347623485554
cognate_active_rate,of3,E1+E2+E4,0.7637637637637638,0.7991489361702128,False,-4.427857037015717
tilt_active_rate,of3,E1+E2+E4,0.5385385385385385,0.6075789473684211,False,-11.363199651487953
median_tilt_shift,protenix,E1+E2+E4,5.307282224462718,5.307282224462718,False,0.0
fraction_of_way_to_active,protenix,E1+E2+E4,0.9227796039075493,0.9201264714510232,False,0.28834432426904905
apo_active_rate,protenix,E1+E2+E4,0.06906906906906907,0.145,False,-52.36615926271098
cognate_active_rate,protenix,E1+E2+E4,0.8697435897435898,0.8706382978723404,False,-0.10276461889364032
tilt_active_rate,protenix,E1+E2+E4,0.5288753799392097,0.5671578947368421,False,-6.749886610569919
median_tilt_shift,boltz,E1+E2+E4+E5,5.086485515801599,5.036307399878147,False,0.9963275062333578
fraction_of_way_to_active,boltz,E1+E2+E4+E5,0.9472369474512019,0.9471950017465285,False,0.00442841279737276
apo_active_rate,boltz,E1+E2+E4+E5,0.1164021164021164,0.1598326359832636,False,-27.17249785312614
cognate_active_rate,boltz,E1+E2+E4+E5,0.8031578947368421,0.8341880341880342,False,-3.7198015530629935
tilt_active_rate,boltz,E1+E2+E4+E5,0.5662269129287599,0.5784355179704017,False,-2.1106250675060543
median_tilt_shift,chai,E1+E2+E4+E5,2.0347199433399155,1.047307481027726,False,94.28104737142128
fraction_of_way_to_active,chai,E1+E2+E4+E5,0.871780038857966,0.8841178702979391,False,-1.3954962176949783
apo_active_rate,chai,E1+E2+E4+E5,0.2760800842992624,0.32666666666666666,False,-15.485688479817632
cognate_active_rate,chai,E1+E2+E4+E5,0.7252631578947368,0.7497872340425532,False,-3.2708047075691535
tilt_active_rate,chai,E1+E2+E4+E5,0.5760926803580833,0.5962105263157895,False,-3.3742856037819484
median_tilt_shift,of3,E1+E2+E4+E5,4.921866924216855,4.814160360618894,False,2.237286578133724
fraction_of_way_to_active,of3,E1+E2+E4+E5,0.9295809575652003,0.9339782025693488,False,-0.470808097239508
apo_active_rate,of3,E1+E2+E4+E5,0.09378292939936776,0.24166666666666667,False,-61.19327059336507
cognate_active_rate,of3,E1+E2+E4+E5,0.7523709167544784,0.7991489361702128,False,-5.853479532852806
tilt_active_rate,of3,E1+E2+E4+E5,0.5353003161222339,0.6075789473684211,False,-11.896171116402945
median_tilt_shift,protenix,E1+E2+E4+E5,5.307282224462718,5.307282224462718,False,0.0
fraction_of_way_to_active,protenix,E1+E2+E4+E5,0.9160290251141051,0.9201264714510232,False,-0.4453133850672189
apo_active_rate,protenix,E1+E2+E4+E5,0.05584826132771338,0.145,False,-61.483957705025254
cognate_active_rate,protenix,E1+E2+E4+E5,0.8627027027027027,0.8706382978723404,False,-0.9114686534041359
tilt_active_rate,protenix,E1+E2+E4+E5,0.5218783351120597,0.5671578947368421,False,-7.983589763092659
median_tilt_shift,boltz,all_E1-E5,5.152285249536245,5.036307399878147,False,2.3028350029012072
fraction_of_way_to_active,boltz,all_E1-E5,0.9416897889611461,0.9471950017465285,False,-0.5812121870608873
apo_active_rate,boltz,all_E1-E5,0.11272727272727273,0.1598326359832636,False,-29.471680152308426
cognate_active_rate,boltz,all_E1-E5,0.9472727272727273,0.8341880341880342,False,13.55625931445603
tilt_active_rate,boltz,all_E1-E5,0.5654545454545454,0.5784355179704017,False,-2.2441520467836336
median_tilt_shift,chai,all_E1-E5,3.3727657162786118,1.047307481027726,False,222.04159498306134
fraction_of_way_to_active,chai,all_E1-E5,0.9129824192594576,0.8841178702979391,False,3.2647851526619855
apo_active_rate,chai,all_E1-E5,0.22404371584699453,0.32666666666666666,False,-31.415189026430244
cognate_active_rate,chai,all_E1-E5,0.8145454545454546,0.7497872340425532,False,8.636879578990817
tilt_active_rate,chai,all_E1-E5,0.5532302092811647,0.5962105263157895,False,-7.208916169296177
median_tilt_shift,of3,all_E1-E5,4.9690293423189535,4.814160360618894,False,3.2169468837583546
fraction_of_way_to_active,of3,all_E1-E5,0.9216167169954617,0.9339782025693488,False,-1.323530414294579
apo_active_rate,of3,all_E1-E5,0.11090909090909092,0.24166666666666667,False,-54.10658307210031
cognate_active_rate,of3,all_E1-E5,0.8579234972677595,0.7991489361702128,False,7.354644226796319
tilt_active_rate,of3,all_E1-E5,0.5441310282074613,0.6075789473684211,False,-10.442744837649311
median_tilt_shift,protenix,all_E1-E5,5.3183491978579935,5.307282224462718,False,0.2085243054206774
fraction_of_way_to_active,protenix,all_E1-E5,0.9227796039075493,0.9201264714510232,False,0.28834432426904905
apo_active_rate,protenix,all_E1-E5,0.01092896174863388,0.145,False,-92.46278500094213
cognate_active_rate,protenix,all_E1-E5,1.0,0.8706382978723404,False,14.858260019550348
tilt_active_rate,protenix,all_E1-E5,0.5059144676979072,0.5671578947368421,False,-10.798302837228691
