receptor_slug,arm,backbone,tip_median,tip_p25,tip_p75,contacts_total_median,plddt_alpha5_median,npxxy_median,tilt_median,active_frac,n_rows,pif_d_5_50_3_40_ca,pif_d_3_40_6_44_ca,pif_sum_ca,n_contacts_TM3,n_contacts_TM5,n_contacts_TM6,contact_register_last5_json,bsa_A2,partner_tail11_helicity_frac,partner_chain_id,n_partner_aa,cell_active_predicate,cell_engaged_20,cell_engaged_but_inactive
5HT1B,decoy,of3,19.350707088766207,15.1404335539496,32.39383936485481,52.5,55.402044565282,3.8231022746861427,17.49046249882739,0.84,50,7.159606208341507,8.37412776965679,15.533733977998295,14.0,28.0,31.0,"{""-5"": [""5.65"", ""5.68"", ""5.69"", ""6.29"", ""6.30"", ""6.33""], ""-4"": [""5.69"", ""5.72"", ""6.26"", ""6.29"", ""6.32""], ""-3"": [""7.56""], ""-2"": [""7.56"", ""8.47"", ""8.48"", ""8.49""], ""-1"": [""6.29"", ""6.32"", ""8.48""]}",1721.615234375,0.6363636363636364,B,354,True,True,False
5HT1B,decoy,protenix,18.37365014237504,10.785204425449365,19.738061494729713,73.5,57.27944668450225,3.851347504414937,17.81288555583852,0.98,50,7.234972916446957,8.52106251603014,15.756035432477098,23.0,18.0,35.0,"{""-5"": [""3.50"", ""3.54"", ""5.58"", ""5.61"", ""6.33"", ""6.36"", ""6.37"", ""7.56""], ""-4"": [""3.50"", ""6.32"", ""6.36"", ""7.53"", ""7.56"", ""8.47""], ""-3"": [""2.40"", ""2.43"", ""3.50"", ""8.47"", ""8.49""], ""-2"": [""8.47"", ""8.48"", ""8.49""], ""-1"": [""12.49"", ""2.37"", ""2.39"", ""2.40"", ""34.57""]}",1856.5791015625,0.6363636363636364,B,354,True,True,False
5HT1B,shuffled,boltz,14.035809828220204,13.776005312032929,14.223388262902931,78.0,85.17935028076172,4.199092843839917,18.05414466860288,1.0,50,7.261088551505208,8.450204838872251,15.71129339037746,31.0,41.0,27.0,"{""-5"": [""2.40"", ""7.56"", ""8.47"", ""8.48"", ""8.49""], ""-4"": [""2.39"", ""3.49"", ""3.50"", ""3.53"", ""3.54"", ""34.57"", ""6.36"", ""7.56""], ""-3"": [""6.32"", ""6.33"", ""6.36"", ""7.55"", ""7.56"", ""8.47"", ""8.48"", ""8.51""], ""-2"": [""3.54"", ""5.61"", ""5.65"", ""5.69"", ""6.29"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""5.65"", ""5.68"", ""5.69"", ""6.29"", ""6.32""]}",2404.580078125,0.7272727272727273,B,394,True,True,False
5HT1B,shuffled,chai,13.769315305812137,13.672119352238482,13.878931686028224,76.0,88.20522919466313,3.6546510918737223,18.20463493090986,1.0,50,7.180161627707276,8.55620301301927,15.736364640726546,30.0,39.0,31.0,"{""-5"": [""7.56"", ""8.47"", ""8.48"", ""8.49""], ""-4"": [""2.39"", ""3.49"", ""3.50"", ""3.53"", ""3.54"", ""34.57"", ""6.36"", ""7.56"", ""8.47""], ""-3"": [""6.32"", ""6.33"", ""6.36"", ""7.55"", ""7.56"", ""8.47"", ""8.48""], ""-2"": [""3.54"", ""5.61"", ""5.65"", ""6.29"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""5.65"", ""5.68"", ""5.69"", ""6.29"", ""6.32""]}",1898.494140625,0.7272727272727273,B,394,True,True,False
5HT1B,shuffled,of3,13.872872318130593,13.781631438945727,14.01735211419162,73.0,81.50140050395743,3.9807875987572032,18.318867299676576,1.0,50,7.201220763523048,8.384055888840864,15.585276652363913,31.0,32.0,22.0,"{""-5"": [""7.56"", ""8.47"", ""8.49""], ""-4"": [""3.49"", ""3.50"", ""3.53"", ""3.54"", ""34.57"", ""6.36""], ""-3"": [""6.32"", ""6.33"", ""6.36"", ""7.55"", ""7.56"", ""8.51""], ""-2"": [""3.54"", ""5.61"", ""5.65"", ""5.69"", ""6.29"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""5.65"", ""5.68"", ""5.69"", ""5.72"", ""6.29"", ""6.32""]}",2168.1943359375,0.7272727272727273,B,394,True,True,False
5HT1B,shuffled,protenix,13.710972291521806,13.653098604806377,13.81748049204709,75.5,84.93181977252078,3.834604766253878,18.361606609264694,1.0,50,7.314264825687062,8.477682700893793,15.791947526580856,27.0,34.0,28.0,"{""-5"": [""7.56"", ""8.47"", ""8.49""], ""-4"": [""2.39"", ""3.49"", ""3.50"", ""3.53"", ""3.54"", ""34.57"", ""6.36""], ""-3"": [""6.32"", ""6.33"", ""6.36"", ""7.55"", ""7.56"", ""8.47"", ""8.51""], ""-2"": [""3.54"", ""5.61"", ""5.65"", ""5.69"", ""6.29"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""5.65"", ""5.68"", ""5.69"", ""6.29"", ""6.32"", ""6.33""]}",1928.775390625,0.7272727272727273,B,394,True,True,False
5HT2C,apo,boltz,,,,,,12.162361559756754,14.115092728225768,0.0,50,7.163703973252943,8.834702164312048,15.998406137564992,,,,,,,,0,False,False,False
5HT2C,apo,chai,,,,,,13.827992676364298,13.284692323984636,0.0,50,6.885775845901462,8.303631675357476,15.18940752125894,,,,,,,,0,False,False,False
5HT2C,apo,of3,,,,,,14.216560008413893,13.415197905336555,0.0,50,7.121518044113598,8.30105344198771,15.422571486101308,,,,,,,,0,False,False,False
5HT2C,apo,protenix,,,,,,13.019348413775859,12.59417421802204,0.0,50,6.708020008350643,8.105099078751698,14.81311908710234,,,,,,,,0,False,False,False
5HT2C,cognate,boltz,12.789588931517045,12.717289687916153,12.853152922481863,63.0,76.10995044708253,12.22553006141281,16.949426630834267,0.0,50,7.243782531654301,8.973011546398455,16.216794078052757,24.0,9.0,40.0,"{""-5"": [""2.37"", ""2.38"", ""2.39"", ""2.40"", ""34.53"", ""34.57""], ""-4"": [""2.39"", ""3.46"", ""3.49"", ""3.50"", ""3.53"", ""34.53"", ""34.57"", ""4.45"", ""7.53""], ""-3"": [""2.40"", ""2.43"", ""3.50"", ""6.36"", ""7.53"", ""7.54"", ""7.56"", ""8.47"", ""8.50""], ""-2"": [""3.50"", ""3.54"", ""6.32"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""6.29"", ""6.30"", ""6.32"", ""6.33"", ""7.56"", ""8.47""]}",3933.982421875,0.7272727272727273,B,359,False,True,True
5HT2C,cognate,chai,12.725610963830118,12.627008872438912,12.801877721354284,68.0,83.655789745401,11.50884187364082,17.11191357316401,0.0,50,7.051345970805858,9.060415332643425,16.11176130344928,29.0,10.0,46.0,"{""-5"": [""2.37"", ""2.38"", ""2.39"", ""2.40"", ""34.57""], ""-4"": [""2.39"", ""3.46"", ""3.49"", ""3.50"", ""3.53"", ""34.53"", ""34.57""], ""-3"": [""2.40"", ""2.43"", ""3.50"", ""6.36"", ""7.53"", ""7.54"", ""7.56"", ""8.47"", ""8.50""], ""-2"": [""3.50"", ""3.54"", ""6.32"", ""6.33"", ""6.36"", ""6.37"", ""7.56""], ""-1"": [""6.29"", ""6.32"", ""6.33"", ""7.56"", ""8.47""]}",3556.400390625,0.7272727272727273,B,359,False,True,True
5HT2C,cognate,of3,12.743825897458109,12.659591951632319,12.915106150708334,62.5,80.67829560374113,4.057703207223648,17.15714909836703,0.52,50,7.287253588982989,8.597261196517023,15.884514785500013,23.0,16.0,46.0,"{""-5"": [""2.37"", ""2.38"", ""2.39"", ""2.40"", ""34.57""], ""-4"": [""2.39"", ""3.46"", ""3.49"", ""3.50"", ""3.53"", ""34.53"", ""34.57""], ""-3"": [""2.40"", ""2.43"", ""3.50"", ""6.36"", ""7.53"", ""7.54"", ""7.56"", ""8.47"", ""8.50""], ""-2"": [""3.50"", ""3.54"", ""6.29"", ""6.32"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""6.29"", ""6.32"", ""6.33"", ""7.56"", ""8.47""]}",2160.033203125,0.7272727272727273,B,359,True,True,False
5HT2C,cognate,protenix,12.861180223377712,12.780266249478878,12.944599647836412,61.0,81.96140106181906,12.008614620610855,17.000079021547585,0.1,50,7.317040513995097,8.719591678512469,16.036632192507565,21.0,12.0,46.0,"{""-5"": [""2.37"", ""2.38"", ""2.39"", ""2.40"", ""34.57""], ""-4"": [""2.39"", ""3.46"", ""3.49"", ""3.50"", ""3.53"", ""34.53"", ""34.57""], ""-3"": [""2.40"", ""2.43"", ""6.36"", ""7.53"", ""7.54"", ""7.56"", ""8.47"", ""8.50""], ""-2"": [""3.50"", ""3.54"", ""6.29"", ""6.32"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""6.29"", ""6.30"", ""6.32"", ""6.33"", ""7.56"", ""8.47""]}",2163.033203125,0.7272727272727273,B,359,False,True,True
5HT2C,decoy,boltz,21.68515835971045,18.946455842433632,23.531097703269012,93.5,60.06857476234437,11.915489830328603,14.144858978456607,0.0,50,7.1107110459222005,8.50638823551453,15.61709928143673,0.0,43.0,48.0,"{""-5"": [], ""-4"": [], ""-3"": [], ""-2"": [""8.48"", ""8.52""], ""-1"": [""12.49"", ""8.48"", ""8.49"", ""8.52""]}",4892.03515625,0.5454545454545454,B,359,False,False,False
5HT2C,decoy,chai,10.727100565621663,9.986102054986569,11.728898317079498,45.5,65.27663758021583,11.498721831452922,16.50798712452628,0.0,50,7.177308339482148,8.692206624327335,15.869514963809484,12.0,18.0,28.0,"{""-5"": [""12.49"", ""2.37""], ""-4"": [""2.37"", ""2.39"", ""3.53"", ""34.50"", ""34.53"", ""34.54""], ""-3"": [""12.49"", ""12.50"", ""2.37"", ""2.40"", ""3.50"", ""8.47"", ""8.49""], ""-2"": [""2.39"", ""3.49"", ""3.50"", ""3.53"", ""3.54"", ""6.33""], ""-1"": [""5.65"", ""5.68"", ""6.29"", ""6.30"", ""6.32"", ""6.33"", ""6.36"", ""7.56"", ""8.47""]}",3413.9130859375,0.7272727272727273,B,359,False,True,True
5HT2C,decoy,of3,20.488625622614105,10.933139147627424,35.80330784987429,54.0,58.096515243517885,13.54384057475476,15.72521909725854,0.0,50,7.416983262472015,8.029340709696339,15.446323972168354,6.0,9.0,15.0,"{""-5"": [], ""-4"": [], ""-3"": [], ""-2"": [], ""-1"": []}",2721.18359375,0.9090909090909092,B,359,False,False,False
5HT2C,decoy,protenix,31.473354274002563,28.891163617173547,33.64215732552155,56.5,68.40581080495564,12.946898336643056,12.610896444246407,0.0,50,6.788285668770523,8.065287425732043,14.853573094502565,0.0,40.0,35.0,"{""-5"": [], ""-4"": [], ""-3"": [], ""-2"": [], ""-1"": []}",3879.5927734375,0.9090909090909092,B,359,False,False,False
5HT2C,shuffled,boltz,12.843949683502355,12.741265794039437,13.013601828156458,72.0,76.5060998916626,12.218076465769588,17.101973349206244,0.0,50,7.302311658173734,8.75111086343328,16.05342252160701,32.0,16.0,39.0,"{""-5"": [""2.37"", ""2.39"", ""2.40"", ""34.57"", ""8.47""], ""-4"": [""2.39"", ""3.46"", ""3.49"", ""3.50"", ""3.53"", ""34.53"", ""7.53""], ""-3"": [""2.40"", ""2.43"", ""3.50"", ""6.36"", ""7.53"", ""7.54"", ""7.56"", ""8.47"", ""8.50""], ""-2"": [""3.50"", ""3.54"", ""6.29"", ""6.32"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""6.29"", ""6.30"", ""6.32"", ""6.33"", ""7.56""]}",3689.4423828125,0.7272727272727273,B,394,False,True,True
5HT2C,shuffled,chai,13.32783168103555,13.14034420164593,13.397987138092837,71.0,79.54104898868013,11.643800084640462,17.38046170967763,0.0,50,7.073259008406239,8.650666795108918,15.723925803515158,29.0,35.0,36.0,"{""-5"": [], ""-4"": [""2.39"", ""3.49"", ""3.50"", ""3.53"", ""34.53""], ""-3"": [""6.36"", ""7.56"", ""8.47"", ""8.48""], ""-2"": [""3.50"", ""3.54"", ""6.29"", ""6.32"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""6.29"", ""6.30"", ""6.32"", ""6.33""]}",2460.177734375,0.7272727272727273,B,394,False,True,True
5HT2C,shuffled,of3,12.926988855895873,12.781401335019368,13.041982307791715,59.5,77.01136611914393,12.710786032374578,17.343504290406287,0.02,50,7.232597223651711,8.595867035337728,15.828464258989438,27.0,8.0,35.0,"{""-5"": [""2.37"", ""2.39"", ""2.40"", ""34.57""], ""-4"": [""2.39"", ""3.46"", ""3.49"", ""3.50"", ""3.53"", ""34.53""], ""-3"": [""2.40"", ""2.43"", ""6.36"", ""7.53"", ""7.54"", ""7.55"", ""7.56"", ""8.47"", ""8.50""], ""-2"": [""3.50"", ""3.54"", ""6.29"", ""6.32"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""6.29"", ""6.30"", ""6.32"", ""6.33""]}",2176.900390625,0.7272727272727273,B,394,False,True,True
5HT2C,shuffled,protenix,12.874077849659525,12.812010926889561,12.987751305160394,58.0,77.94346165988009,12.178340716311986,17.2112807540344,0.12,50,7.342317517759815,8.661274175572624,16.00359169333244,27.0,15.0,32.0,"{""-5"": [""2.37"", ""2.38"", ""2.39"", ""34.57"", ""8.47""], ""-4"": [""2.39"", ""3.46"", ""3.49"", ""3.50"", ""3.53"", ""34.53""], ""-3"": [""6.36"", ""7.53"", ""7.56"", ""8.47"", ""8.48""], ""-2"": [""3.50"", ""3.54"", ""6.29"", ""6.32"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""6.25"", ""6.29"", ""6.30"", ""6.32"", ""6.33""]}",3598.0087890625,0.7272727272727273,B,394,False,True,True
5HT5A,apo,boltz,,,,,,17.941830159700707,13.10153416161841,0.0,50,7.14142189160534,7.7476889002592255,14.889110791864566,,,,,,,,0,False,False,False
5HT5A,apo,chai,,,,,,14.006759874951623,16.08250024203491,0.32,50,7.15775474572858,8.47575282792036,15.63350757364894,,,,,,,,0,False,False,False
5HT5A,apo,of3,,,,,,13.609591518570141,13.516871675265097,0.0,50,7.155005062804013,7.934702432623117,15.08970749542713,,,,,,,,0,False,False,False
5HT5A,apo,protenix,,,,,,16.761034709694492,13.633678485540452,0.0,50,7.273820479923926,7.643980188352516,14.917800668276442,,,,,,,,0,False,False,False
5HT5A,cognate,boltz,12.885916024920773,12.789308932339443,13.026938232397905,96.0,77.2491003036499,3.554794165524134,18.600956714633604,1.0,50,7.278957077548955,8.34134163791413,15.620298715463086,22.0,43.0,27.0,"{""-5"": [""2.37"", ""3.50"", ""8.47""], ""-4"": [""3.50"", ""3.54"", ""6.36""], ""-3"": [""6.32"", ""6.36""], ""-2"": [""5.61"", ""5.65"", ""6.29"", ""6.32"", ""6.33"", ""6.36"", ""6.37"", ""6.40""], ""-1"": [""5.65"", ""5.68"", ""5.69"", ""6.25"", ""6.29"", ""6.32""]}",2280.2890625,0.7272727272727273,B,354,True,True,False
5HT5A,cognate,chai,13.107802910932168,13.018318907758285,13.229766638383689,106.0,81.4907453290931,3.336646589293786,18.83568155136757,1.0,50,7.0934007358953,8.67802673422939,15.771427470124689,19.0,61.0,33.0,"{""-5"": [""2.37"", ""2.38"", ""8.47"", ""8.49""], ""-4"": [""3.50"", ""3.53"", ""3.54""], ""-3"": [""6.32"", ""6.36"", ""7.56""], ""-2"": [""3.54"", ""5.61"", ""5.65"", ""6.29"", ""6.32"", ""6.33"", ""6.36"", ""6.37"", ""6.40""], ""-1"": [""5.65"", ""5.69"", ""6.29"", ""6.32"", ""6.33""]}",1903.193359375,0.7272727272727273,B,354,True,True,False
5HT5A,cognate,of3,12.594212369360921,12.353345153919788,12.748537982042997,81.5,71.05045433797534,3.910868054336166,18.046169812121658,1.0,50,7.037931350958118,8.53043747386276,15.568368824820878,20.0,35.0,44.0,"{""-5"": [""8.47"", ""8.49""], ""-4"": [""3.50"", ""3.53"", ""3.54""], ""-3"": [""3.50"", ""6.36"", ""7.56"", ""8.47""], ""-2"": [""3.50"", ""3.54"", ""5.58"", ""5.61"", ""6.32"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""5.65"", ""5.69"", ""6.29"", ""6.30"", ""6.32"", ""6.33""]}",1584.16796875,0.7272727272727273,B,354,True,True,False
5HT5A,cognate,protenix,12.694972467525213,12.505454211710102,12.867141255386047,81.5,82.4941179877855,4.141215863099168,18.163296329127746,1.0,50,7.195520991859729,8.57694059115902,15.77246158301875,16.0,48.0,36.0,"{""-5"": [""2.37"", ""2.38"", ""8.47"", ""8.49""], ""-4"": [""3.50"", ""3.53"", ""4.38"", ""8.47""], ""-3"": [""6.36"", ""7.56"", ""8.47""], ""-2"": [""3.50"", ""3.54"", ""5.58"", ""5.61"", ""6.29"", ""6.32"", ""6.33"", ""6.36"", ""6.37"", ""6.40""], ""-1"": [""5.65"", ""5.69"", ""6.29"", ""6.32"", ""6.33""]}",1467.0859375,0.7272727272727273,B,354,True,True,False
5HT5A,decoy,boltz,8.744906507218346,8.08563594232303,10.792458305517968,72.0,63.25137529373169,3.5266051809069543,17.756152868812983,0.8,50,7.217168005533749,8.296267854408994,15.513435859942742,17.0,25.0,38.0,"{""-5"": [""5.68"", ""5.69""], ""-4"": [""3.53"", ""5.68""], ""-3"": [""8.47""], ""-2"": [""2.37"", ""2.39"", ""3.50"", ""4.38"", ""7.53"", ""8.47""], ""-1"": [""3.50"", ""5.61"", ""5.68"", ""6.33"", ""6.36"", ""6.37"", ""6.40"", ""7.52""]}",2465.576171875,0.3636363636363636,B,354,True,True,False
5HT5A,decoy,chai,10.51866279563028,9.80676048511913,10.948134279888428,115.5,66.86434443969232,3.4749335208915375,18.599430353271266,1.0,50,7.139801467828081,8.56210739245894,15.70190886028702,30.0,74.0,37.0,"{""-5"": [""12.51"", ""2.37""], ""-4"": [""2.37"", ""3.50"", ""3.53"", ""3.54"", ""4.38""], ""-3"": [""3.54"", ""5.61"", ""6.32"", ""6.33"", ""6.34"", ""6.36"", ""6.37""], ""-2"": [""2.37"", ""6.25"", ""6.29"", ""6.32"", ""6.33"", ""6.36""], ""-1"": [""2.37"", ""3.50"", ""5.58"", ""6.36"", ""6.40"", ""7.52"", ""7.53"", ""7.56"", ""8.47""]}",2992.6328125,0.8181818181818182,B,354,True,True,False
5HT5A,decoy,of3,8.973117160770231,7.783200709970158,9.831603862887894,59.5,57.543275743120844,12.639511582160832,15.93195344119136,0.44,50,7.118981410427155,8.31293661043143,15.431918020858586,26.0,17.0,53.0,"{""-5"": [""2.39"", ""3.49"", ""3.50"", ""3.53"", ""3.54"", ""4.38""], ""-4"": [""3.54"", ""5.61"", ""5.68"", ""6.33""], ""-3"": [""6.29"", ""6.33"", ""7.56""], ""-2"": [""3.50"", ""6.29"", ""8.47"", ""8.49""], ""-1"": [""3.46"", ""3.50"", ""6.33"", ""6.36"", ""6.37"", ""7.53"", ""7.56"", ""8.47""]}",1473.1953125,0.9090909090909092,B,354,False,True,True
5HT5A,decoy,protenix,11.594355592741096,10.96458407854036,12.585330516015798,79.5,70.18931520463755,4.267332563300727,17.830525613868943,0.8,50,7.209378070181313,8.731862813681593,15.941240883862909,24.0,36.0,34.0,"{""-5"": [""2.40"", ""8.47"", ""8.49"", ""8.50""], ""-4"": [""3.50"", ""3.54"", ""5.61"", ""6.36""], ""-3"": [""6.32"", ""6.33"", ""6.36""], ""-2"": [""6.36"", ""7.56"", ""8.47"", ""8.48""], ""-1"": [""3.50"", ""6.36"", ""7.52"", ""7.53"", ""7.54"", ""7.56"", ""8.47""]}",1749.880859375,0.9090909090909092,B,354,True,True,False
5HT5A,shuffled,boltz,13.72451648354826,13.564418613329472,13.854705376373284,101.0,78.84770011901855,3.6738236270543068,18.613927087612304,1.0,50,7.243291735454261,8.194563484243686,15.437855219697948,24.0,93.0,22.0,"{""-5"": [""8.47""], ""-4"": [""3.49"", ""3.50"", ""3.53"", ""3.54"", ""4.38"", ""6.36""], ""-3"": [""6.32"", ""6.36"", ""7.56"", ""8.47"", ""8.48""], ""-2"": [""5.61"", ""5.65"", ""5.69"", ""6.29"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""5.65"", ""5.68"", ""5.69"", ""6.29"", ""6.32""]}",2184.5458984375,0.7272727272727273,B,394,True,True,False
5HT5A,shuffled,chai,14.041834726356026,13.967583759424684,14.148868986578643,113.0,83.75057578280891,3.238977013947238,18.98334998282761,1.0,50,7.370472237245047,8.479842333439933,15.85031457068498,25.0,78.0,21.0,"{""-5"": [""8.47""], ""-4"": [""3.49"", ""3.50"", ""3.53"", ""3.54"", ""4.38"", ""6.36""], ""-3"": [""6.32"", ""6.36"", ""7.56"", ""8.47"", ""8.48""], ""-2"": [""3.54"", ""5.61"", ""5.65"", ""6.29"", ""6.32"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""5.65"", ""5.68"", ""5.69"", ""6.29"", ""6.32""]}",1911.22265625,0.7272727272727273,B,394,True,True,False
5HT5A,shuffled,of3,13.294855216257087,12.882479064944246,13.543480551097483,87.0,73.05937650271136,3.866958289472044,17.994078385239796,0.98,50,7.078032507367072,8.547717742168622,15.625750249535695,31.0,67.0,14.0,"{""-5"": [""2.39"", ""2.40"", ""4.38"", ""8.47""], ""-4"": [""2.39"", ""3.49"", ""3.50"", ""3.53"", ""3.54"", ""4.38"", ""8.47""], ""-3"": [""6.32"", ""6.36"", ""7.56"", ""8.47"", ""8.48"", ""8.49""], ""-2"": [""3.50"", ""3.54"", ""5.61"", ""6.29"", ""6.32"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""5.65"", ""5.69"", ""6.29"", ""6.30"", ""6.33""]}",2618.4755859375,0.7272727272727273,B,394,True,True,False
5HT5A,shuffled,protenix,13.520820089066984,13.445955742979757,13.633466576914039,90.0,82.60032490569276,3.8339517464171715,18.528748058910075,1.0,50,7.185655833921334,8.505666523485484,15.691322357406818,25.0,57.0,21.0,"{""-5"": [""2.38"", ""2.40"", ""4.38"", ""8.47"", ""8.49""], ""-4"": [""3.49"", ""3.50"", ""3.53"", ""3.54"", ""4.38"", ""6.36""], ""-3"": [""6.32"", ""6.33"", ""6.36"", ""7.56"", ""8.47"", ""8.48""], ""-2"": [""3.54"", ""5.61"", ""5.65"", ""6.29"", ""6.33"", ""6.36"", ""6.37""], ""-1"": [""5.65"", ""5.68"", ""5.69"", ""5.72"", ""6.29"", ""6.32""]}",1909.814453125,0.7272727272727273,B,394,True,True,False
AA1R,apo,boltz,,,,,,9.707969355722945,12.109314437600409,0.0,50,7.233315279628007,8.535062740214626,15.768378019842633,,,,,,,,0,False,False,False
AA1R,apo,chai,,,,,,9.40785993235556,12.18193018991606,0.0,50,7.278188098695994,8.486357699272403,15.764545797968395,,,,,,,,0,False,False,False
AA1R,apo,of3,,,,,,9.135880583545624,11.979684517392538,0.0,50,7.393341899156745,8.477427496534569,15.870769395691314,,,,,,,,0,False,False,False
AA1R,apo,protenix,,,,,,9.011228833392757,12.173229102773805,0.0,50,7.232806394367659,8.569612640770133,15.802419035137792,,,,,,,,0,False,False,False
