row_id,receptor,backbone,arm,plddt_mean,plddt_at_anchors,min_plddt_at_anchor,rmsd_to_active_ref,excl_any
59,5HT1B,protenix,apo,72.80074049170672,82.20302418928298,65.56909040971236,1.8815,False
60,5HT1B,protenix,apo,72.91529353267191,82.22738296181953,65.9090909090909,1.8798,False
61,5HT1B,protenix,apo,72.85396218047394,82.11647906953638,65.828181180087,1.6778,False
62,5HT1B,protenix,apo,73.1787282915518,82.36171011008915,66.7045451077548,1.7879,False
63,5HT1B,protenix,apo,73.4813812256611,82.51711334348241,66.72181771018289,1.688,False
64,5HT1B,protenix,apo,73.05747302672265,82.26499069410659,66.38818220658736,1.8072,False
65,5HT1B,protenix,apo,72.99759227553885,82.25027883083101,66.29181775179777,1.7339,False
66,5HT1B,protenix,apo,73.09694482802816,82.28079672461809,66.31636394153942,1.7898,False
67,5HT1B,protenix,apo,73.17440450606655,82.52142604476273,66.6545455239036,1.5328,False
68,5HT1B,protenix,apo,73.30010163444382,82.58378834360434,66.6836367520419,1.7924,False
69,5HT1B,protenix,apo,73.44053032118565,82.53855851639916,66.84636410799894,1.6066,False
70,5HT1B,protenix,apo,73.45784519582327,82.57658378141439,66.77636302601208,1.9637,False
71,5HT1B,protenix,apo,72.94636005808812,82.09374674629856,66.66909096457742,2.0328,False
72,5HT1B,protenix,apo,72.8305746906812,82.06697086254411,66.49909036809748,1.7375,False
73,5HT1B,protenix,apo,72.96604304202086,82.11309300944919,66.6663634560325,1.9902,False
74,5HT1B,protenix,apo,72.96352322689475,82.06162240567144,66.64454512162642,1.7829,False
75,5HT1B,boltz,cognate,77.75216931563158,91.98284950256348,76.05999755859375,0.852,False
76,5HT1B,boltz,cognate,77.63461028368044,91.89525032043456,75.93399810791016,0.7613,False
77,5HT1B,boltz,cognate,77.41106674487774,92.08415031433104,75.65699768066406,0.7717,False
78,5HT1B,boltz,cognate,77.0329871789003,91.93579978942871,76.72200012207031,0.802,False
79,5HT1B,boltz,cognate,77.79557163531963,92.08369903564451,76.87300109863281,0.7724,False
80,5HT1B,boltz,cognate,77.5240359770946,92.40680046081545,77.06300354003906,0.7641,False
81,5HT1B,boltz,cognate,77.43598458705804,91.96705017089845,77.09500122070312,0.7433,False
82,5HT1B,boltz,cognate,76.93103601015531,91.71099967956545,75.1050033569336,0.8086,False
83,5HT1B,boltz,cognate,76.67643571511293,91.91735000610352,76.39099884033203,0.7446,False
84,5HT1B,boltz,cognate,77.56762316777156,92.10455017089843,76.58899688720703,0.8111,False
85,5HT1B,boltz,cognate,76.68319721710988,91.82159957885742,76.26799774169922,0.793,False
86,5HT1B,boltz,cognate,78.14855877802923,92.04744987487793,76.27999877929688,0.7702,False
87,5HT1B,boltz,cognate,76.89031280126328,92.14295043945312,76.50299835205078,0.7363,False
88,5HT1B,boltz,cognate,76.96881790650197,91.67620048522949,76.15699768066406,0.7709,False
89,5HT1B,boltz,cognate,78.07962314410088,92.4724510192871,77.44000244140625,0.6941,False
90,5HT1B,boltz,cognate,76.78949236747546,91.41185035705568,74.93099975585938,0.7747,False
91,5HT1B,chai,cognate,74.81906501442602,87.18716034929129,72.61462545394897,0.8248,False
92,5HT1B,boltz,cognate,77.04287438514905,91.57620010375976,75.81700134277344,0.8403,False
93,5HT1B,boltz,cognate,77.24378449855706,92.20284996032714,78.05699920654297,0.6518,False
94,5HT1B,boltz,cognate,76.22373573596661,91.37724990844728,74.00900268554688,0.8598,False
95,5HT1B,boltz,cognate,77.11511544447679,91.92809982299804,76.08399963378906,0.7659,False
96,5HT1B,chai,cognate,74.90543764705032,87.24100087354365,72.93537616729736,0.8419,False
97,5HT1B,chai,cognate,74.89427616816883,87.34513181834338,72.86674976348877,0.7432,False
98,5HT1B,chai,cognate,74.95434017385773,87.38053346161202,73.13075065612793,0.7974,False
99,5HT1B,boltz,cognate,76.84956929622552,91.76480026245116,74.33699798583984,0.7216,False
100,5HT2C,boltz,apo,67.30398253894789,84.70185050964355,73.71499633789062,1.7666,True
101,5HT2C,boltz,apo,64.66763090775002,82.98794937133789,70.09500122070312,1.864,True
102,5HT2C,boltz,apo,67.49363089232466,84.1749496459961,76.0510025024414,1.7868,True
103,5HT2C,boltz,apo,67.12198700967313,83.4655990600586,71.70600128173828,1.6122,True
104,5HT1B,chai,cognate,74.92379703222839,87.28885937149218,72.8396258354187,0.8308,False
105,5HT1B,chai,cognate,74.89996065527352,87.20798544730975,72.68075037002563,0.7304,False
106,5HT1B,chai,cognate,74.89930773723579,87.21967585524439,72.45300006866455,0.8192,False
107,5HT1B,chai,cognate,74.93737542221196,87.18493017165692,72.89437484741211,0.8365,False
108,5HT2C,boltz,apo,66.6209082832503,83.32225036621094,67.74800109863281,2.0151,True
109,5HT2C,boltz,apo,66.79696948871863,83.11570053100586,68.802001953125,1.5579,True
110,5HT2C,boltz,apo,65.20484921401244,81.7922492980957,69.802001953125,1.4052,True
111,5HT2C,boltz,apo,67.28954595457519,84.84635047912597,74.5790023803711,1.6201,True
112,5HT2C,boltz,apo,66.8376114233092,83.2429012298584,69.19300079345703,1.4183,True
113,5HT2C,boltz,apo,66.73100439429804,84.77409973144532,73.5530014038086,1.6609,True
114,5HT2C,boltz,apo,66.62084297113543,81.74765090942383,66.20800018310547,1.8428,True
115,5HT2C,boltz,apo,66.14963328265728,82.47060012817383,70.45999908447266,1.5034,True
116,5HT2C,boltz,apo,67.56680566046435,84.4066993713379,72.74099731445312,1.5785,True
117,5HT2C,boltz,apo,67.19394323190747,84.0242992401123,70.56800079345703,1.6397,True
118,5HT2C,boltz,apo,67.18969872737036,82.2826997756958,63.27199935913086,1.8709,True
119,5HT2C,boltz,apo,67.1423168182373,83.63420066833496,71.82599639892578,1.6721,True
120,5HT2C,boltz,apo,66.66768784502187,83.21810111999511,69.34500122070312,1.5101,True
121,5HT2C,boltz,apo,68.39749996318567,85.28545036315919,74.29900360107422,1.883,True
122,5HT2C,boltz,apo,67.06093899339568,84.47939987182617,72.26599884033203,1.6728,True
123,5HT2C,boltz,apo,67.78705673967386,85.63355026245117,76.63800048828125,1.9874,True
124,5HT2C,boltz,apo,66.97511135334531,84.64584999084472,74.94499969482422,1.4732,True
125,5HT2C,boltz,apo,66.67134505276076,84.54334983825683,73.53399658203125,1.9516,True
126,5HT2C,chai,apo,71.96425181379047,83.71676494906647,63.968999342484906,1.7428,True
127,5HT2C,chai,apo,71.98038265717923,83.92143789573494,64.9055456681685,1.9516,True
128,5HT2C,chai,apo,71.64917499595366,83.43379555520556,64.62072719227184,1.8187,True
129,5HT2C,chai,apo,71.68984172120673,83.5289075939927,63.14263638583097,1.578,True
130,5HT2C,chai,apo,72.01602683527221,83.891407597323,64.33627284656872,1.9734,True
131,5HT2C,chai,apo,71.5691319501907,83.4127851759923,63.136545007879086,1.6385,True
132,5HT2C,chai,apo,72.0981652826162,84.00729337037211,63.810272910378195,2.0223,True
133,5HT2C,chai,apo,72.00718354616022,84.0444531338349,64.95736312866211,1.8767,True
134,5HT2C,chai,apo,71.84189422408534,83.68744491742287,63.98800000277433,1.9929,True
135,5HT2C,chai,apo,71.90358225704671,83.75355841588494,64.11100006103516,1.8078,True
136,5HT2C,chai,apo,71.84246951750681,83.80836506071543,64.33018146861683,1.8545,True
137,5HT2C,chai,apo,71.85049271358025,83.79886629532598,64.25600017200817,1.7646,True
138,5HT2C,chai,apo,71.89838111783808,83.90831006175338,64.5669999556108,1.9704,True
139,5HT2C,chai,apo,71.81506218965474,83.60270921372748,64.41472799127752,1.5598,True
140,5HT2C,chai,apo,71.85924475969634,83.86897368347145,65.4288180958141,1.9148,True
141,5HT2C,chai,apo,72.03443595058651,83.94786025656938,63.71854608709162,2.0958,True
142,5HT2C,chai,apo,71.85550981585925,82.90525838554679,63.401180960915305,1.2464,True
143,5HT2C,chai,apo,72.06360414777255,83.93579781994676,64.72754495794123,1.7103,True
144,5HT2C,chai,apo,71.76508030577035,83.66591718426,64.63272718949752,1.6158,True
145,5HT2C,chai,apo,71.79822510451832,83.89096520928939,64.90127286044034,1.8079,True
146,5HT2C,chai,apo,71.88826302529534,83.87305433544418,64.87872765280984,1.7198,True
147,5HT2C,chai,apo,71.72246167485473,82.79090865925104,64.1633633700284,1.2591,True
148,5HT2C,chai,apo,71.70401339483831,83.0471284864544,63.32299943403764,1.8968,True
149,5HT2C,chai,apo,72.10534588356502,84.06239542358365,64.54899909279563,1.9602,True
150,5HT2C,chai,apo,72.00063244869554,83.918530005294,64.63609105890447,1.5735,True
151,5HT2C,protenix,apo,68.63593440967774,85.1708029340356,70.24545496160334,2.2124,True
152,5HT2C,protenix,apo,68.65296743767205,85.16513140079778,70.19272752241655,2.0906,True
153,5HT2C,protenix,apo,68.89772541470863,85.1601220136425,70.5518185008656,2.0663,True
154,5HT2C,protenix,apo,69.41724403577098,85.21855189253242,70.5,2.139,True
155,5HT2C,protenix,apo,69.61292273326154,85.19583133403013,70.41363664106889,2.1511,True
156,5HT2C,protenix,apo,69.04144207237881,85.42337125575904,70.0954544760964,2.1671,True
157,5HT2C,protenix,apo,68.70243076953494,85.14661346453437,70.45636333118786,2.1399,True
158,5HT2C,protenix,apo,68.52536811666073,85.83001271174928,71.29090881347656,2.0541,True
159,5HT2C,protenix,apo,68.82248899081733,85.61136646691854,71.38727257468484,2.0595,True
160,5HT2C,protenix,apo,69.44914691734395,85.86220698503877,71.51181827891956,2.1651,True
161,5HT2C,protenix,apo,68.92509001192691,85.66727805294515,71.45454476096414,2.1701,True
162,5HT2C,protenix,apo,68.87867711134169,85.92531267302377,71.5499995838512,2.1612,True
163,5HT2C,protenix,apo,68.7326685230844,85.46451734538718,70.71181869506836,2.1222,True
164,5HT2C,protenix,apo,68.7196482122678,85.44153225235436,70.46272763338956,2.0543,True
165,5HT2C,protenix,apo,68.97350703452582,85.30959404187112,70.04272773049094,2.2011,True
166,5HT2C,protenix,apo,69.13144049838724,85.32887071042522,70.29909099232067,2.1749,True
167,5HT2C,protenix,apo,69.18665220390008,85.3459872773681,70.4436361139471,2.1438,True
168,5HT2C,protenix,apo,68.64384539565104,85.42530402270229,70.31727287986062,2.0631,True
169,5HT2C,protenix,apo,68.82159416380942,85.36273815280259,70.27090904929422,2.1538,True
170,5HT2C,protenix,apo,69.13135421799797,85.41460374435822,70.16363698785955,2.0722,True
171,5HT2C,protenix,apo,69.6275150655541,85.41499262487734,70.24545461481267,2.1859,True
172,5HT2C,protenix,apo,68.83548760940097,85.64958302327221,70.88909149169922,2.1424,True
173,5HT2C,protenix,apo,69.03946530970691,85.68363999450705,71.01636331731623,2.0782,True
174,5HT2C,protenix,apo,69.05968638642005,85.61831913101724,70.70727296309038,2.1115,True
175,5HT2C,protenix,apo,69.6914026048821,85.59878917555099,70.70636367797852,2.0912,True
176,5HT1B,chai,cognate,74.99065353046781,87.30400290278644,73.06287574768066,0.7818,False
177,5HT2C,boltz,apo,67.86474897143101,84.4672004699707,72.44499969482422,1.5326,True
178,5HT2C,boltz,apo,67.26102183062957,83.91450004577636,72.84100341796875,1.5039,True
179,5HT2C,boltz,apo,67.3154955576601,84.36209907531739,71.29499816894531,2.0054,True
180,5HT1B,chai,cognate,74.83782119907276,87.24398198038985,72.4152512550354,0.786,False
181,5HT1B,chai,cognate,74.93190448734381,87.28780356363818,72.24775075912476,0.8524,False
182,5HT1B,chai,cognate,75.04289622361394,87.27330418899805,72.90399980545044,0.8439,False
183,5HT1B,chai,cognate,74.78829366559435,87.11004935206789,72.5164999961853,0.7469,False
184,5HT1B,chai,cognate,74.92990885451476,87.2724932637428,72.70200061798096,0.8847,False
185,5HT1B,chai,cognate,75.03444855367894,87.4050985240317,72.78450012207031,0.8071,False
186,5HT1B,chai,cognate,75.0804781861347,87.3488341491391,72.52850103378296,0.8227,False
187,5HT1B,chai,cognate,75.06060463520946,87.32879926584499,72.92062711715698,0.7852,False
188,5HT1B,boltz,cognate,77.5201204202114,92.30395011901857,76.38200378417969,0.7733,False
189,5HT1B,boltz,cognate,76.72393834529778,92.03380012512208,76.33000183105469,0.8831,False
190,5HT1B,boltz,cognate,76.10778198242187,91.44415016174317,73.87100219726562,0.8432,False
191,5HT1B,chai,cognate,74.92764582508019,87.31095411280016,73.16225099563599,0.7893,False
192,5HT1B,chai,cognate,74.86912739889627,87.13980706486007,72.62487459182739,0.8823,False
193,5HT1B,chai,cognate,74.89267212328868,87.17635487853705,72.91337537765503,0.818,False
194,5HT1B,chai,cognate,75.01144179043435,87.32754435910807,73.24525117874146,0.8089,False
195,5HT1B,chai,cognate,74.97336924208015,87.2526356269718,72.32537651062012,0.7954,False
196,5HT1B,chai,cognate,74.68495654141886,87.0913077806429,72.44924926757812,0.778,False
197,5HT1B,chai,cognate,74.76495903331175,87.12366071802197,72.30200004577637,0.8003,False
198,5HT1B,chai,cognate,74.70784548422833,87.09413271230366,72.43249988555908,0.7987,False
199,5HT1B,boltz,cognate,76.77867948091946,91.48955039978028,74.64600372314453,0.875,False
200,5HT1B,protenix,cognate,70.64555060940401,85.13523760376555,71.36500024795532,0.6803,False
201,5HT1B,protenix,cognate,70.63866836726646,85.15355247148015,71.32999992370605,0.7079,False
202,5HT1B,protenix,cognate,70.80454243050585,85.12321074644726,71.35500144958496,0.6886,False
203,5HT1B,protenix,cognate,70.68630493962655,85.13283513250117,71.35750007629395,0.7072,False
204,5HT1B,protenix,cognate,70.50126950810416,85.14278947167581,71.3149995803833,0.6794,False
205,5HT1B,protenix,cognate,70.91458219407467,85.38940360793819,71.57249927520752,0.6698,False
206,5HT1B,protenix,cognate,70.79091117179297,85.38027427488936,71.44749975204468,0.6917,False
207,5HT1B,protenix,cognate,71.34871422164566,86.25057757047347,72.22375011444092,0.6823,False
208,5HT1B,protenix,cognate,71.4400962643908,86.24613672930785,72.17624950408936,0.7036,False
209,5HT1B,protenix,cognate,70.96621465476366,85.48983319655468,71.72000026702881,0.6737,False
210,5HT1B,protenix,cognate,70.76575352330352,85.39056858210681,71.48749923706055,0.6855,False
211,5HT1B,protenix,cognate,70.73827673860512,85.38208486424207,71.53249931335449,0.6963,False
212,5HT1B,protenix,cognate,70.74966703644611,85.38338786392157,71.54374837875366,0.6862,False
213,5HT1B,protenix,cognate,70.39367462635994,85.23364250939991,71.34500074386597,0.6884,False
214,5HT1B,protenix,cognate,70.70596484766395,85.25284172861778,71.33999967575073,0.696,False
215,5HT1B,protenix,cognate,70.68819795986575,85.23995921132196,71.31749963760376,0.6802,False
216,5HT1B,protenix,cognate,70.43615919650071,85.24581050486104,71.25625038146973,0.6926,False
217,5HT1B,protenix,cognate,70.57742399294175,85.51492172916902,71.6749997138977,0.6899,False
218,5HT1B,protenix,cognate,70.76180332581934,85.48185243751752,71.60999870300293,0.7033,False
219,5HT1B,protenix,cognate,70.77937060478759,85.49159174458805,71.67750024795532,0.7119,False
220,5HT1B,protenix,cognate,70.634721301827,85.23882813753674,71.37750005722046,0.6996,False
221,5HT1B,protenix,cognate,71.73270457849293,86.22442196193023,72.19000053405762,0.6851,False
222,5HT1B,protenix,cognate,71.76186582961286,86.24886736279441,72.2524995803833,0.7124,False
223,5HT1B,protenix,cognate,71.62517231865606,86.25062677388239,72.26999998092651,0.652,False
224,5HT1B,protenix,cognate,71.05787043611875,85.48684504680992,71.67374992370605,0.6977,False
225,5HT2C,boltz,cognate,68.82594759495498,88.69900054931641,77.61499786376953,0.944,True
226,5HT2C,boltz,cognate,70.16900867978558,89.38234977722168,81.58200073242188,0.9187,True
227,5HT2C,boltz,cognate,69.0891854232055,89.04434967041016,81.05599975585938,0.9184,True
228,5HT2C,boltz,cognate,69.26981873907897,88.75464973449706,81.52999877929688,0.9797,True
229,5HT2C,boltz,cognate,69.11296061553288,88.75145034790039,79.52899932861328,0.9621,True
230,5HT2C,boltz,cognate,69.33739740463324,88.58240013122558,79.38600158691406,0.9398,True
231,5HT2C,boltz,cognate,68.2567379839035,87.45839996337891,78.37200164794922,0.9177,True
232,5HT2C,boltz,cognate,68.85857834045544,88.85769958496094,80.15699768066406,0.942,True
233,5HT2C,boltz,cognate,69.74226852900077,88.67485046386719,81.05799865722656,0.9883,True
234,5HT2C,boltz,cognate,68.84350432683287,88.50565032958984,78.96600341796875,0.9918,True
235,5HT2C,boltz,cognate,70.0609978005355,89.35100021362305,81.1969985961914,0.9368,True
236,5HT2C,boltz,cognate,69.20114184883484,88.71159973144532,80.83999633789062,0.9286,True
237,5HT2C,boltz,cognate,68.17817016251743,88.09849967956544,79.56500244140625,1.0071,True
238,5HT2C,chai,cognate,71.06010278978768,87.47369269454978,68.13945562189275,0.981,True
239,5HT2C,chai,cognate,71.041899218342,87.43208745243575,68.36027284102006,1.0682,True
240,5HT2C,chai,cognate,71.2985933901294,88.31048169136048,72.30245624889027,0.9842,True
241,5HT2C,boltz,cognate,69.44000438207101,88.75130004882813,79.78299713134766,0.9773,True
242,5HT2C,boltz,cognate,69.20448928733059,88.57215042114258,80.80799865722656,1.0042,True
243,5HT2C,boltz,cognate,69.91601964375859,88.9521499633789,80.81099700927734,0.9776,True
244,5HT2C,boltz,cognate,67.86308284409702,87.23109970092773,77.08999633789062,0.9218,True
245,5HT2C,boltz,cognate,68.79100653802463,88.61160011291504,80.20099639892578,0.9114,True
246,5HT2C,boltz,cognate,69.19056549655298,88.71615028381348,80.38800048828125,1.0296,True
247,5HT2C,boltz,cognate,68.29720967721731,87.60219993591309,78.47899627685547,1.0831,True
248,5HT5A,boltz,apo,76.04962182245335,87.16170043945313,65.01300048828125,2.9487,False
249,5HT5A,boltz,apo,75.31827725749724,87.1398998260498,67.37699890136719,2.7859,False
250,5HT5A,boltz,apo,75.52076183714452,86.92280025482178,63.82500076293945,2.3062,False
251,5HT5A,boltz,apo,77.00898054534314,87.39150009155273,67.572998046875,2.7374,False
252,5HT5A,boltz,apo,76.46571700579646,87.7607494354248,66.92900085449219,2.6417,False
253,5HT5A,boltz,apo,75.83931084640888,87.0439998626709,65.02999877929688,2.6037,False
254,5HT5A,boltz,apo,75.65513163120472,87.09664993286133,64.83799743652344,2.7495,False
255,5HT5A,boltz,apo,75.21577872482001,85.9050506591797,62.63399887084961,2.4068,False
256,5HT5A,boltz,apo,74.13744245790967,84.83255023956299,61.67499923706055,2.6,False
257,5HT5A,boltz,apo,76.00999152560193,87.89055061340332,68.15299987792969,2.8941,False
258,5HT5A,boltz,apo,76.07796378897018,87.19784965515137,65.8479995727539,2.5047,False
259,5HT5A,boltz,apo,75.43526334255016,86.8602508544922,64.62999725341797,2.6219,False
260,5HT5A,boltz,apo,75.56317932599065,86.90504913330078,65.47699737548828,2.688,False
261,5HT5A,boltz,apo,74.85632215227399,85.62455081939697,60.145999908447266,2.7121,False
262,5HT5A,boltz,apo,76.13510631913898,87.10615005493165,65.96800231933594,2.7644,False
263,5HT5A,chai,apo,74.51228557483455,80.2361966217476,60.72755601671007,1.3562,False
264,5HT5A,chai,apo,74.68326169784966,80.49193940278256,61.20233408610026,1.607,False
265,5HT5A,chai,apo,74.52137913086635,80.01641115743188,61.2566655476888,1.9319,False
266,5HT5A,chai,apo,74.67944234618918,80.3456091369282,61.378999922010635,2.0124,False
267,5HT5A,chai,apo,74.6535561822036,79.86723203741629,59.21822272406684,1.4463,False
268,5HT5A,chai,apo,74.65485762960218,80.16985031419674,60.68399980333116,1.1969,False
269,5HT5A,chai,apo,74.73594863454458,80.10184731491717,61.00822236802843,1.1937,False
270,5HT5A,chai,apo,74.77498629500205,80.40081856210165,60.99922095404731,1.9903,False
271,5HT5A,chai,apo,74.67389028598544,80.27635340433272,61.311556074354385,1.8733,False
272,5HT5A,chai,apo,74.52264238565583,79.92997534728498,61.52511130438911,2.0154,False
273,5HT5A,chai,apo,74.62287481052111,80.32255586483778,61.63644451565213,1.7832,False
274,5HT5A,chai,apo,74.49209902513643,80.07567384132231,61.271222008599175,1.4422,False
275,5HT5A,boltz,apo,75.85537822840928,85.95880012512207,60.152000427246094,1.9808,False
276,5HT5A,boltz,apo,75.21304491187344,86.51760063171386,66.00900268554688,2.7329,False
277,5HT5A,boltz,apo,74.48985714738777,85.45619983673096,63.78799819946289,3.1362,False
278,5HT5A,boltz,apo,73.55911478208226,84.43179969787597,59.959999084472656,2.8049,False
279,5HT5A,boltz,apo,74.50960758754185,85.27479915618896,61.41299819946289,2.9681,False
280,5HT5A,chai,apo,74.58786640890469,80.33189874071063,61.092222425672745,1.9571,False
281,5HT5A,chai,apo,74.67557568676759,80.47077666227607,61.24866739908854,1.8035,False
282,5HT5A,chai,apo,74.66756532663004,80.43777658806562,60.998555501302086,1.9232,False
283,5HT5A,boltz,apo,76.76931090581985,87.19879989624023,65.66899871826172,2.5232,False
284,5HT5A,boltz,apo,75.63308695518002,86.82290000915528,65.39099884033203,2.7388,False
285,5HT5A,boltz,apo,75.62235282983433,87.02454986572266,67.74199676513672,2.7802,False
286,5HT5A,boltz,apo,75.32095229525525,87.17300033569336,64.7300033569336,2.5288,False
287,5HT5A,chai,apo,74.6374089459179,80.41435140726713,61.11100006103515,1.809,False
288,5HT5A,chai,apo,74.66606795460243,80.18983008376448,61.11077796088325,1.234,False
289,5HT5A,chai,apo,74.58175924422214,80.3533246490484,61.32722176445855,1.8922,False
290,5HT5A,chai,apo,74.63635968282135,80.47632638790904,61.43611102634006,1.545,False
291,5HT5A,chai,apo,74.80362562260115,80.3222722229538,61.3044442070855,1.1843,False
292,5HT5A,chai,apo,74.72655883096202,80.32836917208387,61.00133387247721,2.0415,False
293,5HT5A,chai,apo,74.75706843943894,80.22825896581016,61.25600051879883,1.988,False
294,5HT5A,chai,apo,74.79382673599547,80.2944300684853,60.76288816663954,1.1561,False
295,5HT5A,chai,apo,74.65689231028972,80.36608298117292,60.605888790554474,1.469,False
296,5HT5A,chai,apo,74.47556898853743,79.83473365136899,59.95988888210721,1.4266,False
297,5HT5A,protenix,apo,75.87603564380173,84.02124258719826,60.97111044989692,2.2254,False
298,5HT5A,protenix,apo,76.12601188934306,83.54897082411365,61.74888949924045,2.3356,False
299,5HT5A,protenix,apo,76.14532245535169,83.52792126582642,61.636666191948784,2.2186,False
300,5HT5A,protenix,apo,76.07406453167403,83.49481443764327,61.675555335150825,2.2684,False
301,5HT5A,protenix,apo,76.13347776213872,83.53119029561162,61.78666644626193,2.2118,False
